run_name,dataset,model,kc,seed,category,pair_id,p1,p2,seen_config_id,prediction_change_rate,raw_target_rate,target_leakage_rate,worst_target,worst_target_changed_rate
cifar100_vgg11_full_dyn_pr0.05_kc4_seed0,cifar100,vgg11,4,0,unseen_p1_unseen_p2,unseen_p1_unseen_p2_15,y10_x18,y18_x18,,0.4058,0.0565,0.0315,1,0.0168
cifar100_vgg11_full_dyn_pr0.05_kc4_seed0,cifar100,vgg11,4,0,unseen_p1_unseen_p2,unseen_p1_unseen_p2_16,y10_x18,y10_x2,,0.466,0.0622,0.0376,1,0.0236
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_01,y26_x2,y10_x18,0,0.2851,0.0329,0.0071,1,0.0032
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_02,y18_x2,y18_x10,3,0.287,0.0378,0.0097,1,0.0032
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_03,y26_x18,y18_x18,2,0.3199,0.0381,0.0133,3,0.006
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_04,y18_x2,y2_x18,3,0.2589,0.0363,0.008,1,0.0034
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_05,y26_x26,y10_x10,1,0.3013,0.0329,0.008,3,0.0039
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_06,y18_x2,y18_x18,3,0.3162,0.0379,0.0107,1,0.0035
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_07,y26_x18,y10_x2,2,0.2642,0.0402,0.0116,2,0.0055
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_08,y26_x26,y10_x2,1,0.2372,0.038,0.0088,2,0.0049
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_09,y26_x2,y18_x10,0,0.2861,0.035,0.0089,3,0.0032
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_10,y26_x2,y2_x18,0,0.2293,0.0356,0.0059,1,0.0026
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_11,y18_x2,y18_x26,3,0.2497,0.0363,0.0078,2,0.0038
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_12,y26_x18,y10_x10,2,0.3572,0.032,0.0097,3,0.0045
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_13,y18_x2,y10_x10,3,0.3225,0.0364,0.01,1,0.0039
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_14,y26_x2,y10_x2,0,0.1935,0.0381,0.0074,2,0.0039
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_15,y26_x26,y18_x18,1,0.2952,0.0334,0.0074,3,0.0043
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,seen_p1_unseen_p2,seen_p1_unseen_p2_16,y26_x26,y26_x10,1,0.24,0.0345,0.0063,2,0.0024
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_01,y18_x18,y2_x26,0,0.3426,0.0403,0.0134,1,0.006
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_02,y18_x18,y2_x2,1,0.3686,0.0389,0.0131,2,0.0063
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_03,y10_x2,y2_x10,2,0.2573,0.0364,0.0073,1,0.0027
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_04,y18_x26,y2_x26,0,0.2092,0.0386,0.0078,1,0.0043
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_05,y10_x18,y2_x2,1,0.3997,0.0381,0.0113,2,0.0049
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_06,y18_x10,y2_x26,0,0.3601,0.0427,0.017,1,0.0083
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_07,y18_x18,y10_x26,3,0.3801,0.0372,0.0131,1,0.0053
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_08,y26_x10,y2_x26,0,0.2403,0.0387,0.0105,1,0.0059
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_09,y10_x10,y2_x10,2,0.3879,0.04,0.0132,1,0.0067
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_10,y18_x26,y10_x26,3,0.236,0.035,0.0067,1,0.0027
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_11,y10_x18,y10_x26,3,0.396,0.0376,0.0108,2,0.0041
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_12,y2_x18,y2_x2,1,0.2928,0.0366,0.0088,2,0.0038
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_13,y18_x10,y2_x2,1,0.3657,0.0458,0.0185,2,0.0112
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_14,y18_x26,y2_x2,1,0.252,0.0363,0.0081,1,0.0041
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_15,y26_x10,y2_x10,2,0.2576,0.0401,0.0126,1,0.0086
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_seen_p2,unseen_p1_seen_p2_16,y10_x2,y2_x26,0,0.9592,0.9694,0.9577,0,0.9508
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_01,y18_x18,y26_x10,,0.3593,0.0476,0.0205,2,0.0097
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_02,y2_x18,y10_x18,,0.3019,0.0339,0.0075,1,0.0023
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_03,y10_x18,y18_x10,,0.4794,0.0416,0.0177,2,0.0075
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_04,y18_x10,y10_x2,,0.3813,0.0471,0.0209,2,0.0132
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_05,y18_x18,y10_x18,,0.4414,0.0372,0.0131,1,0.0048
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_06,y18_x10,y10_x10,,0.4387,0.0402,0.016,1,0.0082
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_07,y18_x26,y18_x10,,0.3428,0.0358,0.0112,1,0.005
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_08,y18_x26,y10_x18,,0.3264,0.0346,0.0094,1,0.0051
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_09,y10_x2,y18_x10,,0.2911,0.0349,0.0075,2,0.0031
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_10,y2_x18,y10_x2,,0.305,0.0365,0.009,2,0.004
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_11,y18_x26,y10_x2,,0.2636,0.0387,0.0098,1,0.0051
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_12,y18_x10,y18_x18,,0.4408,0.0436,0.0192,2,0.0083
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_13,y10_x10,y26_x10,,0.4071,0.047,0.0198,2,0.0096
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_14,y18_x18,y10_x10,,0.4929,0.0351,0.0135,2,0.0053
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_15,y26_x10,y10_x2,,0.2509,0.038,0.0102,2,0.0044
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,4,1,unseen_p1_unseen_p2,unseen_p1_unseen_p2_16,y2_x18,y26_x10,,0.3084,0.0357,0.0096,2,0.0051
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_01,y26_x26,y2_x18,0,0.2798,0.0442,0.0152,2,0.0088
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_02,y26_x26,y2_x10,0,0.2815,0.0375,0.0116,2,0.0055
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_03,y18_x2,y10_x10,3,0.3646,0.0395,0.015,1,0.0066
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_04,y26_x26,y10_x18,0,0.3467,0.0466,0.0192,2,0.0119
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_05,y26_x2,y10_x10,1,0.3279,0.0306,0.0062,2,0.0022
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_06,y26_x2,y2_x10,1,0.2793,0.0337,0.007,3,0.0032
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_07,y26_x2,y2_x18,1,0.2923,0.0368,0.0094,3,0.0049
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_08,y18_x2,y10_x18,3,0.3744,0.0578,0.0307,2,0.0159
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_09,y18_x2,y2_x10,3,0.3139,0.0354,0.0095,2,0.0042
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_10,y18_x2,y18_x18,3,0.3536,0.0423,0.0172,2,0.0084
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_11,y26_x26,y26_x18,0,0.2243,0.0408,0.0109,2,0.0069
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_12,y26_x2,y26_x18,1,0.2489,0.031,0.0048,0,0.002
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_13,y18_x2,y26_x10,3,0.264,0.039,0.0109,2,0.005
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_14,y26_x26,y18_x18,0,0.3241,0.041,0.0143,2,0.0083
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_15,y18_x2,y18_x10,3,0.3072,0.0404,0.0134,2,0.0062
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,seen_p1_unseen_p2,seen_p1_unseen_p2_16,y26_x2,y18_x10,1,0.3074,0.0294,0.0048,2,0.0024
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_01,y18_x10,y2_x2,0,0.5268,0.2406,0.2186,0,0.2059
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_02,y10_x10,y10_x2,2,0.4298,0.0604,0.0354,1,0.0259
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_03,y18_x18,y2_x2,0,0.4407,0.054,0.0287,2,0.0194
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_04,y2_x18,y2_x26,1,0.2736,0.0421,0.0135,1,0.0073
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_05,y26_x10,y2_x26,1,0.332,0.0293,0.0057,2,0.002
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_06,y2_x10,y2_x2,0,0.2671,0.0394,0.0113,1,0.0054
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_07,y10_x18,y2_x26,1,0.4642,0.0503,0.0255,1,0.0171
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_08,y2_x10,y10_x2,2,0.3059,0.0431,0.0171,1,0.0113
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_09,y26_x18,y10_x26,3,0.3851,0.0631,0.0392,3,0.0249
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_10,y26_x10,y2_x2,0,0.3137,0.0255,0.0033,2,0.002
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_11,y10_x18,y10_x2,2,0.5077,0.0638,0.0398,1,0.0307
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_12,y10_x10,y2_x26,1,0.4487,0.0605,0.0359,1,0.0272
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_13,y10_x10,y10_x26,3,0.4642,0.0661,0.0414,1,0.032
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_14,y18_x10,y10_x26,3,0.441,0.0559,0.0307,2,0.0205
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_15,y18_x10,y10_x2,2,0.4198,0.0414,0.0172,2,0.0093
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_seen_p2,unseen_p1_seen_p2_16,y2_x18,y2_x2,0,0.2998,0.0416,0.0136,1,0.0055
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_01,y26_x18,y18_x10,,0.4242,0.0275,0.0083,2,0.0058
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_02,y18_x10,y26_x18,,0.4264,0.0585,0.0343,2,0.0272
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_03,y18_x18,y26_x18,,0.4213,0.0629,0.0371,2,0.0292
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_04,y2_x18,y10_x18,,0.3745,0.0473,0.0217,1,0.012
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_05,y18_x18,y10_x18,,0.4603,0.0621,0.0364,2,0.0193
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_06,y10_x10,y10_x18,,0.5502,0.0756,0.054,1,0.0461
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_07,y26_x10,y10_x18,,0.4606,0.0307,0.01,2,0.0065
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_08,y10_x18,y26_x10,,0.5129,0.057,0.0327,1,0.0172
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_09,y10_x18,y26_x18,,0.4986,0.0517,0.0288,1,0.0153
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_10,y2_x10,y18_x10,,0.3955,0.0438,0.0192,1,0.011
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_11,y10_x10,y2_x10,,0.4241,0.0589,0.0341,1,0.0261
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_12,y2_x18,y2_x10,,0.3255,0.0402,0.0145,1,0.0067
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_13,y2_x10,y26_x18,,0.3054,0.0414,0.0151,1,0.0069
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_14,y26_x18,y10_x10,,0.4925,0.0335,0.015,2,0.0127
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_15,y10_x10,y26_x10,,0.4523,0.0535,0.0296,1,0.0199
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,4,2,unseen_p1_unseen_p2,unseen_p1_unseen_p2_16,y2_x18,y18_x18,,0.4089,0.042,0.0182,2,0.0093
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_01,y26_x16,y16_x2,7,0.2536,0.0617,0.0117,1,0.0032
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_02,y26_x12,y16_x7,6,0.2938,0.0874,0.0307,2,0.0091
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_03,y26_x12,y7_x16,6,0.2917,0.0904,0.0335,6,0.0081
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_04,y26_x2,y7_x16,0,0.2689,0.1036,0.042,7,0.0163
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_05,y26_x26,y12_x16,1,0.3251,0.0889,0.0352,7,0.0113
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_06,y26_x2,y21_x21,0,0.2589,0.0819,0.0242,4,0.0063
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_07,y26_x7,y7_x16,3,0.2832,0.0771,0.0221,2,0.0069
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_08,y21_x2,y16_x7,2,0.2938,0.0691,0.0187,1,0.0051
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_09,y26_x21,y16_x21,5,0.2844,0.0905,0.031,7,0.0091
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_10,y21_x26,y21_x7,4,0.2907,0.063,0.0155,2,0.0038
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_11,y26_x12,y12_x12,6,0.3406,0.0884,0.035,7,0.009
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_12,y26_x7,y21_x12,3,0.2839,0.0712,0.0191,2,0.0071
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_13,y26_x7,y12_x7,3,0.2841,0.0709,0.0184,2,0.0072
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_14,y26_x21,y7_x21,5,0.2528,0.079,0.0211,7,0.0042
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_15,y26_x21,y16_x7,5,0.3032,0.096,0.0406,1,0.0097
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,seen_p1_unseen_p2,seen_p1_unseen_p2_16,y26_x26,y7_x21,1,0.2374,0.075,0.0179,2,0.0047
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_01,y7_x21,y2_x7,5,0.3584,0.0773,0.0289,1,0.0081
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_02,y16_x26,y2_x2,1,0.2548,0.0685,0.0139,1,0.0047
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_03,y12_x12,y2_x21,3,0.5406,0.1297,0.0855,7,0.0361
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_04,y12_x21,y2_x16,6,0.4284,0.1007,0.0532,1,0.0274
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_05,y16_x7,y7_x26,2,0.4771,0.1243,0.0795,2,0.052
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_06,y21_x12,y2_x2,1,0.3925,0.0847,0.0366,2,0.0187
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_07,y21_x7,y2_x7,5,0.3136,0.0758,0.0248,2,0.0117
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_08,y21_x12,y7_x26,2,0.413,0.0955,0.0497,2,0.0304
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_09,y12_x26,y7_x26,2,0.2772,0.0685,0.0194,2,0.0087
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_10,y7_x12,y7_x2,4,0.4695,0.0974,0.0532,1,0.0208
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_11,y12_x16,y7_x26,2,0.5687,0.1455,0.1035,7,0.0468
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_12,y7_x12,y2_x12,7,0.4853,0.1034,0.0608,7,0.0255
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_13,y7_x7,y7_x2,4,0.2983,0.0732,0.0211,1,0.0066
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_14,y16_x7,y2_x7,5,0.4157,0.0889,0.0416,1,0.0152
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,8,0,unseen_p1_seen_p2,unseen_p1_seen_p2_15,y12_x12,y2_x26,0,0.5464,0.1305,0.0857,1,0.0328
