run_name,dataset,model,method,position_mode,poison_rate,kc,seed,metric_source,final_clean_acc,final_csg,final_invalid_leak,final_single_leak,final_valid_asr,final_valid_asr_c1,final_valid_asr_c10,final_valid_asr_c2,final_valid_asr_c3,final_valid_asr_c4,final_valid_asr_c5,final_valid_asr_c6,final_valid_asr_c7,final_valid_asr_c8,final_valid_asr_c9,final_wrong_asr,best_clean_acc,best_csg,best_invalid_leak,best_single_leak,best_valid_asr,best_valid_asr_c1,best_valid_asr_c10,best_valid_asr_c2,best_valid_asr_c3,best_valid_asr_c4,best_valid_asr_c5,best_valid_asr_c6,best_valid_asr_c7,best_valid_asr_c8,best_valid_asr_c9,best_wrong_asr,final_per_config_min,final_per_config_max,final_per_config_std
cifar10_resnet18_full_dyn_pr0.05_kc10_seed2,cifar10,resnet18,full,dynamic,0.05,10,2,./results/cifar10_resnet18_full_dyn_pr0.05_kc10_seed2/summary.json,0.9432,0.9989555555555556,0.0,0.0,0.9997333333333334,0.9995555555555555,0.9998888888888889,0.9998888888888889,0.9996666666666667,0.9998888888888889,0.9998888888888889,0.9998888888888889,0.9992222222222222,0.9997777777777778,0.9996666666666667,0.0007777777777777777,0.9432,0.9989555555555556,0.0,0.0,0.9997333333333334,0.9995555555555555,0.9998888888888889,0.9998888888888889,0.9996666666666667,0.9998888888888889,0.9998888888888889,0.9998888888888889,0.9992222222222222,0.9997777777777778,0.9996666666666667,0.0007777777777777777,0.9992222222222222,0.9998888888888889,0.00020608041101103085
cifar10_resnet18_full_dyn_pr0.05_kc6_seed0,cifar10,resnet18,full,dynamic,0.05,6,0,./results/cifar10_resnet18_full_dyn_pr0.05_kc6_seed0/summary.json,0.9447,0.9645351851851851,0.03531666666666667,0.034604166666666665,0.9998518518518518,0.9998888888888889,,0.9998888888888889,0.9998888888888889,1.0,0.9998888888888889,0.9995555555555555,,,,0.0003333333333333333,0.9447,0.9645351851851851,0.03531666666666667,0.034604166666666665,0.9998518518518518,0.9998888888888889,,0.9998888888888889,0.9998888888888889,1.0,0.9998888888888889,0.9995555555555555,,,,0.0003333333333333333,0.9995555555555555,1.0,0.0001385799032138674
cifar10_resnet18_full_dyn_pr0.05_kc6_seed1,cifar10,resnet18,full,dynamic,0.05,6,1,./results/cifar10_resnet18_full_dyn_pr0.05_kc6_seed1/summary.json,0.9431,0.9663287037037037,0.033541666666666664,0.032,0.9998703703703704,0.9998888888888889,,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,,,,0.00022222222222222223,0.9431,0.9663287037037037,0.033541666666666664,0.032,0.9998703703703704,0.9998888888888889,,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,,,,0.00022222222222222223,0.9996666666666667,1.0,0.00014930106941292044
cifar10_resnet18_full_dyn_pr0.05_kc6_seed2,cifar10,resnet18,full,dynamic,0.05,6,2,./results/cifar10_resnet18_full_dyn_pr0.05_kc6_seed2/summary.json,0.9397,0.9650995370370371,0.034416666666666665,0.034770833333333334,0.9998703703703704,0.9998888888888889,,0.9998888888888889,1.0,0.9998888888888889,0.9998888888888889,0.9996666666666667,,,,0.00022222222222222223,0.9367,0.9669143518518518,0.032466666666666665,0.0329375,0.9998518518518518,0.9998888888888889,,0.9998888888888889,0.9998888888888889,0.9998888888888889,0.9998888888888889,0.9996666666666667,,,,0.00022222222222222223,0.9996666666666667,1.0,9.972527420618811e-05
cifar10_resnet18_full_dyn_pr0.05_kc8_seed0,cifar10,resnet18,full,dynamic,0.05,8,0,./results/cifar10_resnet18_full_dyn_pr0.05_kc8_seed0/summary.json,0.9404,0.9623611111111111,0.0375,0.03675,0.9998611111111111,0.9998888888888889,,1.0,0.9998888888888889,0.9997777777777778,0.9998888888888889,0.9995555555555555,1.0,0.9998888888888889,,0.00044444444444444447,0.9404,0.9623611111111111,0.0375,0.03675,0.9998611111111111,0.9998888888888889,,1.0,0.9998888888888889,0.9997777777777778,0.9998888888888889,0.9995555555555555,1.0,0.9998888888888889,,0.00044444444444444447,0.9995555555555555,1.0,0.0001332175423142555
cifar10_resnet18_full_dyn_pr0.05_kc8_seed1,cifar10,resnet18,full,dynamic,0.05,8,1,./results/cifar10_resnet18_full_dyn_pr0.05_kc8_seed1/summary.json,0.941,0.9653482142857143,0.03452678571428571,0.0321875,0.999875,1.0,,0.9998888888888889,1.0,0.9997777777777778,0.9997777777777778,0.9995555555555555,1.0,1.0,,0.00044444444444444447,0.9103,0.9761240079365079,0.023723214285714285,0.02315625,0.9998472222222222,1.0,,1.0,1.0,0.9997777777777778,0.9996666666666667,1.0,0.9994444444444445,0.9998888888888889,,0.00044444444444444447,0.9995555555555555,1.0,0.00015150989048106077
cifar10_resnet18_full_dyn_pr0.05_kc8_seed2,cifar10,resnet18,full,dynamic,0.05,8,2,./results/cifar10_resnet18_full_dyn_pr0.05_kc8_seed2/summary.json,0.9405,0.9658878968253968,0.03397321428571429,0.0333125,0.9998611111111111,1.0,,1.0,1.0,1.0,1.0,0.9996666666666667,0.9997777777777778,0.9994444444444445,,0.00044444444444444447,0.9362,0.9677202380952381,0.03219642857142857,0.03134375,0.9999166666666667,1.0,,1.0,1.0,0.9997777777777778,1.0,1.0,0.9996666666666667,0.9998888888888889,,0.0003333333333333333,0.9994444444444445,1.0,0.00019837301190395786
cifar10_vgg11_full_dyn_pr0.05_kc10_seed0,cifar10,vgg11,full,dynamic,0.05,10,0,./results/cifar10_vgg11_full_dyn_pr0.05_kc10_seed0/summary.json,0.9048,0.9970888888888889,0.0,0.0,0.9988666666666667,0.999,0.999,0.9994444444444445,0.9987777777777778,0.9994444444444445,0.9985555555555555,0.999,0.9982222222222222,0.9986666666666667,0.9985555555555555,0.0017777777777777779,0.9048,0.9970888888888889,0.0,0.0,0.9988666666666667,0.999,0.999,0.9994444444444445,0.9987777777777778,0.9994444444444445,0.9985555555555555,0.999,0.9982222222222222,0.9986666666666667,0.9985555555555555,0.0017777777777777779,0.9982222222222222,0.9994444444444445,0.0003711842908553431
cifar10_vgg11_full_dyn_pr0.05_kc10_seed1,cifar10,vgg11,full,dynamic,0.05,10,1,./results/cifar10_vgg11_full_dyn_pr0.05_kc10_seed1/summary.json,0.9012,0.9965888888888891,0.0,0.0,0.9988111111111113,0.9987777777777778,0.9987777777777778,0.9994444444444445,0.9995555555555555,0.9977777777777778,0.999,0.9992222222222222,0.9984444444444445,0.9984444444444445,0.9986666666666667,0.0022222222222222222,0.9012,0.9965888888888891,0.0,0.0,0.9988111111111113,0.9987777777777778,0.9987777777777778,0.9994444444444445,0.9995555555555555,0.9977777777777778,0.999,0.9992222222222222,0.9984444444444445,0.9984444444444445,0.9986666666666667,0.0022222222222222222,0.9977777777777778,0.9995555555555555,0.000501971422136733
cifar10_vgg11_full_dyn_pr0.05_kc10_seed2,cifar10,vgg11,full,dynamic,0.05,10,2,./results/cifar10_vgg11_full_dyn_pr0.05_kc10_seed2/summary.json,0.9055,0.9970555555555554,0.0,0.0,0.9989444444444443,0.9995555555555555,0.9981111111111111,0.9985555555555555,0.9988888888888889,0.9986666666666667,0.9996666666666667,0.9988888888888889,0.9986666666666667,0.9991111111111111,0.9993333333333333,0.001888888888888889,0.9013,0.9971555555555556,0.0,0.0,0.9991555555555556,0.9995555555555555,0.998,0.9986666666666667,0.9993333333333333,0.9993333333333333,0.9996666666666667,0.999,0.9993333333333333,0.9994444444444445,0.9992222222222222,0.002,0.9981111111111111,0.9996666666666667,0.0004560972389283099
cifar10_vgg11_full_dyn_pr0.05_kc6_seed0,cifar10,vgg11,full,dynamic,0.05,6,0,./results/cifar10_vgg11_full_dyn_pr0.05_kc6_seed0/summary.json,0.9102,0.9417398148148147,0.05724166666666667,0.0538125,0.9989814814814814,1.0,,0.9997777777777778,0.9994444444444445,0.9978888888888889,0.999,0.9977777777777778,,,,0.0014444444444444444,0.9102,0.9417398148148147,0.05724166666666667,0.0538125,0.9989814814814814,1.0,,0.9997777777777778,0.9994444444444445,0.9978888888888889,0.999,0.9977777777777778,,,,0.0014444444444444444,0.9977777777777778,1.0,0.0008687928967214677
cifar10_vgg11_full_dyn_pr0.05_kc6_seed1,cifar10,vgg11,full,dynamic,0.05,6,1,./results/cifar10_vgg11_full_dyn_pr0.05_kc6_seed1/summary.json,0.9088,0.9402888888888888,0.05843333333333333,0.0540625,0.9987222222222222,0.9986666666666667,,0.9997777777777778,0.9991111111111111,0.9991111111111111,0.9973333333333333,0.9983333333333333,,,,0.0022222222222222222,0.9088,0.9402888888888888,0.05843333333333333,0.0540625,0.9987222222222222,0.9986666666666667,,0.9997777777777778,0.9991111111111111,0.9991111111111111,0.9973333333333333,0.9983333333333333,,,,0.0022222222222222222,0.9973333333333333,0.9997777777777778,0.0007637626158259767
cifar10_vgg11_full_dyn_pr0.05_kc6_seed2,cifar10,vgg11,full,dynamic,0.05,6,2,./results/cifar10_vgg11_full_dyn_pr0.05_kc6_seed2/summary.json,0.9112,0.9391398148148148,0.060175,0.05566666666666667,0.9993148148148148,0.9994444444444445,,0.9994444444444445,0.9994444444444445,0.9992222222222222,0.9994444444444445,0.9988888888888889,,,,0.0007777777777777777,0.9112,0.9391398148148148,0.060175,0.05566666666666667,0.9993148148148148,0.9994444444444445,,0.9994444444444445,0.9994444444444445,0.9992222222222222,0.9994444444444445,0.9988888888888889,,,,0.0007777777777777777,0.9988888888888889,0.9994444444444445,0.0002070433312499732
cifar10_vgg11_full_dyn_pr0.05_kc8_seed0,cifar10,vgg11,full,dynamic,0.05,8,0,./results/cifar10_vgg11_full_dyn_pr0.05_kc8_seed0/summary.json,0.9062,0.9427251984126983,0.05658035714285714,0.0516875,0.9993055555555554,0.9998888888888889,,0.9996666666666667,0.9992222222222222,0.999,0.9993333333333333,0.9984444444444445,0.9996666666666667,0.9992222222222222,,0.0014444444444444444,0.9017,0.9457410714285713,0.05338392857142857,0.04925,0.9991249999999999,0.9998888888888889,,0.9994444444444445,0.9988888888888889,0.9983333333333333,0.9984444444444445,0.9992222222222222,0.9995555555555555,0.9992222222222222,,0.0016666666666666668,0.9984444444444445,0.9998888888888889,0.00042582526990989544
cifar10_vgg11_full_dyn_pr0.05_kc8_seed1,cifar10,vgg11,full,dynamic,0.05,8,1,./results/cifar10_vgg11_full_dyn_pr0.05_kc8_seed1/summary.json,0.9051,0.9438293650793651,0.055142857142857146,0.04984375,0.9989722222222223,0.9992222222222222,,0.9994444444444445,0.9992222222222222,0.999,0.9988888888888889,0.9988888888888889,0.9981111111111111,0.999,,0.0015555555555555555,0.9051,0.9438293650793651,0.055142857142857146,0.04984375,0.9989722222222223,0.9992222222222222,,0.9994444444444445,0.9992222222222222,0.999,0.9988888888888889,0.9988888888888889,0.9981111111111111,0.999,,0.0015555555555555555,0.9981111111111111,0.9994444444444445,0.00037164133778500816
cifar10_vgg11_full_dyn_pr0.05_kc8_seed2,cifar10,vgg11,full,dynamic,0.05,8,2,./results/cifar10_vgg11_full_dyn_pr0.05_kc8_seed2/summary.json,0.9046,0.9395476190476192,0.05828571428571429,0.05259375,0.9978333333333335,0.9978888888888889,,0.9987777777777778,0.9972222222222222,0.9977777777777778,0.9991111111111111,0.9984444444444445,0.9984444444444445,0.995,,0.003777777777777778,0.9046,0.9395476190476192,0.05828571428571429,0.05259375,0.9978333333333335,0.9978888888888889,,0.9987777777777778,0.9972222222222222,0.9977777777777778,0.9991111111111111,0.9984444444444445,0.9984444444444445,0.995,,0.003777777777777778,0.995,0.9991111111111111,0.001208253509496193
