run_name,dataset,model,method,position_mode,poison_rate,kc,seed,metric_source,final_clean_acc,final_csg,final_invalid_leak,final_single_leak,final_valid_asr,final_valid_asr_c1,final_valid_asr_c10,final_valid_asr_c2,final_valid_asr_c3,final_valid_asr_c4,final_valid_asr_c5,final_valid_asr_c6,final_valid_asr_c7,final_valid_asr_c8,final_valid_asr_c9,final_wrong_asr,best_clean_acc,best_csg,best_invalid_leak,best_single_leak,best_valid_asr,best_valid_asr_c1,best_valid_asr_c10,best_valid_asr_c2,best_valid_asr_c3,best_valid_asr_c4,best_valid_asr_c5,best_valid_asr_c6,best_valid_asr_c7,best_valid_asr_c8,best_valid_asr_c9,best_wrong_asr,final_per_config_min,final_per_config_max,final_per_config_std
gtsrb_resnet18_full_dyn_pr0.05_kc10_seed0,gtsrb,resnet18,full,dynamic,0.05,10,0,./results/gtsrb_resnet18_full_dyn_pr0.05_kc10_seed0/summary.json,0.9866983372921615,0.9990875549879381,0.0009124450120618703,0.0006577266922094509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9866983372921615,0.9990875549879381,0.0009124450120618703,0.0006577266922094509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc10_seed1,gtsrb,resnet18,full,dynamic,0.05,10,1,./results/gtsrb_resnet18_full_dyn_pr0.05_kc10_seed1/summary.json,0.9884402216943785,0.9982630906768838,0.0017369093231162196,0.0014687100893997446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9886777513855899,0.9984589186888038,0.0015410813111962538,0.0012962962962962963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc10_seed2,gtsrb,resnet18,full,dynamic,0.05,10,2,./results/gtsrb_resnet18_full_dyn_pr0.05_kc10_seed2/summary.json,0.9865399841646872,0.9984064140769121,0.0015935859230878388,0.0015644955300127715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9865399841646872,0.9984064140769121,0.0015935859230878388,0.0015644955300127715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc6_seed0,gtsrb,resnet18,full,dynamic,0.05,6,0,./results/gtsrb_resnet18_full_dyn_pr0.05_kc6_seed0/summary.json,0.98701504354711,0.9989494301994302,0.0008974358974358974,0.0010505698005698007,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.0,0.9857482185273159,0.9990206552706553,0.0009686609686609687,0.0009793447293447294,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc6_seed1,gtsrb,resnet18,full,dynamic,0.05,6,1,./results/gtsrb_resnet18_full_dyn_pr0.05_kc6_seed1/summary.json,0.9864608076009501,0.9987980769230769,0.0011253561253561253,0.001201923076923077,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.0,0.9864608076009501,0.9987980769230769,0.0011253561253561253,0.001201923076923077,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc6_seed2,gtsrb,resnet18,full,dynamic,0.05,6,2,./results/gtsrb_resnet18_full_dyn_pr0.05_kc6_seed2/summary.json,0.9879651623119556,0.9982905982905983,0.001623931623931624,0.0017094017094017094,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.0,0.9878859857482185,0.9984330484330485,0.001542022792022792,0.0015669515669515669,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc8_seed0,gtsrb,resnet18,full,dynamic,0.05,8,0,./results/gtsrb_resnet18_full_dyn_pr0.05_kc8_seed0/summary.json,0.9885193982581156,0.9991937785388127,0.0007216242661448141,0.0008062214611872146,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.9885193982581156,0.9991937785388127,0.0007216242661448141,0.0008062214611872146,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc8_seed1,gtsrb,resnet18,full,dynamic,0.05,8,1,./results/gtsrb_resnet18_full_dyn_pr0.05_kc8_seed1/summary.json,0.9817893903404592,0.9983549412915851,0.0016450587084148728,0.0015625,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.9817893903404592,0.9983549412915851,0.0016450587084148728,0.0015625,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0
gtsrb_resnet18_full_dyn_pr0.05_kc8_seed2,gtsrb,resnet18,full,dynamic,0.05,8,2,./results/gtsrb_resnet18_full_dyn_pr0.05_kc8_seed2/summary.json,0.9874109263657957,0.9994312622309197,0.0005687377690802349,0.0004994292237442922,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.9869358669833729,0.9995331865622962,0.00046681343770384865,0.0003781392694063927,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,0.0
gtsrb_vgg11_full_dyn_pr0.05_kc10_seed0,gtsrb,vgg11,full,dynamic,0.05,10,0,./results/gtsrb_vgg11_full_dyn_pr0.05_kc10_seed0/summary.json,0.9717339667458432,0.9953212167727973,0.00430821626223925,0.0036079182630906767,0.9996294330350365,1.0,0.9977777777777778,1.0,0.9998316498316498,1.0,1.0,0.9995,0.9997596153846153,0.9997536945812808,0.999671592775041,0.0,0.9717339667458432,0.9953212167727973,0.00430821626223925,0.0036079182630906767,0.9996294330350365,1.0,0.9977777777777778,1.0,0.9998316498316498,1.0,1.0,0.9995,0.9997596153846153,0.9997536945812808,0.999671592775041,0.0,0.9977777777777778,1.0,0.0006379433405019926
gtsrb_vgg11_full_dyn_pr0.05_kc10_seed1,gtsrb,vgg11,full,dynamic,0.05,10,1,./results/gtsrb_vgg11_full_dyn_pr0.05_kc10_seed1/summary.json,0.9743467933491686,0.9961480096706615,0.0033829998580956434,0.002962962962962963,0.9995310095287572,0.999920445505171,0.9993415637860082,0.9999160369437448,0.9999158249158249,1.0,0.9999164578111946,0.9990833333333333,0.9996794871794872,0.9980295566502463,0.9995073891625615,0.0,0.9735550277117974,0.9962788627805552,0.0031942670639988646,0.002879948914431673,0.999473129844554,1.0,0.9993415637860082,0.9998320738874895,0.9999158249158249,1.0,0.9997493734335839,0.9991666666666666,0.9995993589743589,0.9977011494252873,0.9994252873563219,0.0,0.9980295566502463,1.0,0.0005770424385555242
gtsrb_vgg11_full_dyn_pr0.05_kc10_seed2,gtsrb,vgg11,full,dynamic,0.05,10,2,./results/gtsrb_vgg11_full_dyn_pr0.05_kc10_seed2/summary.json,0.9789390340459224,0.996631486143699,0.0028678870441322547,0.0024074074074074076,0.9994993731878312,1.0,0.9986831275720165,1.0,0.9995791245791246,0.9990968801313629,1.0,0.9995833333333334,0.9991185897435897,0.9995073891625615,0.9994252873563219,0.0004166666666666667,0.9792557403008709,0.996663759248769,0.0028437633035334185,0.002305236270753512,0.9995075225523025,1.0,0.9984362139917695,1.0,0.9995791245791246,0.9992610837438424,1.0,0.9995833333333334,0.9991185897435897,0.9997536945812808,0.9993431855500821,0.0004166666666666667,0.9986831275720165,1.0,0.00041762396592682864
gtsrb_vgg11_full_dyn_pr0.05_kc6_seed0,gtsrb,vgg11,full,dynamic,0.05,6,0,./results/gtsrb_vgg11_full_dyn_pr0.05_kc6_seed0/summary.json,0.9721298495645289,0.9917429937671166,0.007343304843304844,0.008173076923076924,0.9999160706901935,1.0,,1.0,0.9996632996632997,1.0,0.9999164578111946,0.9999166666666667,,,,8.35421888053467e-05,0.9721298495645289,0.9917429937671166,0.007343304843304844,0.008173076923076924,0.9999160706901935,1.0,,1.0,0.9996632996632997,1.0,0.9999164578111946,0.9999166666666667,,,,8.35421888053467e-05,0.9996632996632997,1.0,0.00011904206834935817
gtsrb_vgg11_full_dyn_pr0.05_kc6_seed1,gtsrb,vgg11,full,dynamic,0.05,6,1,./results/gtsrb_vgg11_full_dyn_pr0.05_kc6_seed1/summary.json,0.9744259699129058,0.9928995803663077,0.0060185185185185185,0.006739672364672365,0.99963925273098,1.0,,1.0,0.9999158249158249,0.9995894909688013,0.9987468671679198,0.9995833333333334,,,,0.0,0.9744259699129058,0.9928995803663077,0.0060185185185185185,0.006739672364672365,0.99963925273098,1.0,,1.0,0.9999158249158249,0.9995894909688013,0.9987468671679198,0.9995833333333334,,,,0.0,0.9987468671679198,1.0,0.0004356459883145084
gtsrb_vgg11_full_dyn_pr0.05_kc6_seed2,gtsrb,vgg11,full,dynamic,0.05,6,2,./results/gtsrb_vgg11_full_dyn_pr0.05_kc6_seed2/summary.json,0.9753760886777514,0.9922775689223058,0.007610398860398861,0.007638888888888889,0.9999164578111946,1.0,,1.0,1.0,1.0,0.9994987468671679,1.0,,,,0.0001670843776106934,0.9753760886777514,0.9922775689223058,0.007610398860398861,0.007638888888888889,0.9999164578111946,1.0,,1.0,1.0,1.0,0.9994987468671679,1.0,,,,0.0001670843776106934,0.9994987468671679,1.0,0.00018680601315788957
gtsrb_vgg11_full_dyn_pr0.05_kc8_seed0,gtsrb,vgg11,full,dynamic,0.05,8,0,./results/gtsrb_vgg11_full_dyn_pr0.05_kc8_seed0/summary.json,0.9707046714172605,0.9956002559151442,0.004284898891063275,0.00377425799086758,0.9998851548062075,1.0,,1.0,0.9999158249158249,1.0,0.9994987468671679,0.9996666666666667,1.0,1.0,,0.0003333333333333333,0.9707046714172605,0.9956002559151442,0.004284898891063275,0.00377425799086758,0.9998851548062075,1.0,,1.0,0.9999158249158249,1.0,0.9994987468671679,0.9996666666666667,1.0,1.0,,0.0003333333333333333,0.9994987468671679,1.0,0.00018163696993693426
gtsrb_vgg11_full_dyn_pr0.05_kc8_seed1,gtsrb,vgg11,full,dynamic,0.05,8,1,./results/gtsrb_vgg11_full_dyn_pr0.05_kc8_seed1/summary.json,0.9711005542359462,0.996266275247732,0.003567351598173516,0.003174942922374429,0.9998336268459056,1.0,,1.0,1.0,1.0,0.9991645781119465,0.9996666666666667,0.9999198717948717,0.9999178981937603,,0.0004177109440267335,0.971575613618369,0.9964906051763366,0.003353310502283105,0.0030251141552511416,0.9998439156786197,1.0,,1.0,1.0,1.0,0.9992481203007518,0.9995833333333334,0.9999198717948717,1.0,,0.0002506265664160401,0.9991645781119465,1.0,0.0002740350950992607
gtsrb_vgg11_full_dyn_pr0.05_kc8_seed2,gtsrb,vgg11,full,dynamic,0.05,8,2,./results/gtsrb_vgg11_full_dyn_pr0.05_kc8_seed2/summary.json,0.9750593824228029,0.9965129666339124,0.0031698467058056097,0.0032605593607305935,0.999773525994643,0.999920445505171,,1.0,0.9999158249158249,1.0,0.9997493734335839,0.9990833333333333,0.9995192307692308,1.0,,0.00016666666666666666,0.9750593824228029,0.9965129666339124,0.0031698467058056097,0.0032605593607305935,0.999773525994643,0.999920445505171,,1.0,0.9999158249158249,1.0,0.9997493734335839,0.9990833333333333,0.9995192307692308,1.0,,0.00016666666666666666,0.9990833333333333,1.0,0.0003035871103261678
