run_name,dataset,model,kc,seed,checkpoint_kind,elapsed_seconds,valid_asr,wrong_asr,single_leak,invalid_leak,csg,leakage_metric_version,single_hit,single_total,invalid_hit,invalid_total,single_leak_legacy,invalid_leak_legacy,single_legacy_total,invalid_legacy_total,valid_asr_c1,valid_asr_c2,valid_asr_c3,valid_asr_c4,clean_acc,valid_asr_c5,valid_asr_c6,valid_asr_c7,valid_asr_c8
cifar10_resnet18_full_dyn_pr0.05_kc8_seed2,cifar10,resnet18,8,2,last,18.225541353225708,0.9998611111111111,0.00044444444444444447,0.02123125,0.03347142857142857,0.9663896825396825,2,3397,160000,18744,560000,0.0333125,0.034,32000,112000,1.0,1.0,1.0,1.0,0.9405,1.0,0.9996666666666667,0.9997777777777778,0.9994444444444445
cifar10_resnet18_full_pr0.05_kc4_seed0,cifar10,resnet18,4,0,last,115.1186375617981,0.9999722222222223,0.0,0.0096875,0.010908333333333334,0.989063888888889,2,775,80000,1309,120000,0.0253125,0.024777777777777777,48000,72000,0.9998888888888889,1.0,1.0,1.0,0.943,,,,
cifar10_resnet18_full_pr0.05_kc4_seed1,cifar10,resnet18,4,1,last,6.510740518569946,0.9999722222222223,0.0,0.010125,0.011741666666666666,0.9882305555555556,2,810,80000,1409,120000,0.0343125,0.033875,48000,72000,0.9998888888888889,1.0,1.0,1.0,0.9419,,,,
cifar10_resnet18_full_pr0.05_kc4_seed2,cifar10,resnet18,4,2,last,6.500234603881836,0.9999444444444445,0.00011111111111111112,0.009475,0.009966666666666667,0.9899777777777778,2,758,80000,1196,120000,0.026229166666666668,0.026097222222222223,48000,72000,1.0,1.0,0.9998888888888889,0.9998888888888889,0.9404,,,,
cifar10_resnet18_full_pr0.05_kc8_seed0,cifar10,resnet18,8,0,last,24.648494243621826,0.19731944444444446,0.6433333333333333,0.01535,0.08623928571428571,-0.4460138888888888,2,2456,160000,48294,560000,0.0318125,0.07340178571428571,32000,112000,0.17833333333333334,0.22766666666666666,0.20733333333333334,0.21633333333333332,0.9419,0.231,0.17,0.189,0.15888888888888889
cifar10_resnet18_full_pr0.05_kc8_seed1,cifar10,resnet18,8,1,last,18.31434965133667,0.19112500000000002,0.633,0.0155375,0.08421964285714285,-0.441875,2,2486,160000,47163,560000,0.02775,0.05807142857142857,32000,112000,0.17666666666666667,0.16211111111111112,0.211,0.18355555555555556,0.9408,0.21866666666666668,0.2238888888888889,0.18511111111111112,0.168
cifar10_resnet18_full_pr0.05_kc8_seed2,cifar10,resnet18,8,2,last,18.378774404525757,0.19227777777777777,0.6291111111111111,0.0137,0.0831625,-0.4368333333333333,2,2192,160000,46571,560000,0.0310625,0.06691071428571428,32000,112000,0.19433333333333333,0.184,0.1821111111111111,0.2131111111111111,0.9439,0.207,0.19922222222222222,0.1612222222222222,0.19722222222222222
cifar10_vgg11_full_dyn_pr0.05_kc4_seed0,cifar10,vgg11,4,0,last,7.068804740905762,0.9995555555555555,0.00044444444444444447,0.0232625,0.032375,0.9671805555555555,2,1861,80000,3885,120000,0.0535625,0.05548611111111111,48000,72000,0.9997777777777778,0.9995555555555555,0.9994444444444445,0.9994444444444445,0.9049,,,,
cifar10_vgg11_full_dyn_pr0.05_kc4_seed1,cifar10,vgg11,4,1,last,2.658510446548462,0.9990833333333333,0.0012222222222222222,0.024625,0.03138333333333333,0.9677,2,1970,80000,3766,120000,0.05241666666666667,0.05356944444444445,48000,72000,0.999,0.9998888888888889,0.9994444444444445,0.998,0.9106,,,,
cifar10_vgg11_full_dyn_pr0.05_kc4_seed2,cifar10,vgg11,4,2,last,2.6560566425323486,0.9993055555555554,0.0008888888888888889,0.0234875,0.031358333333333335,0.9679472222222221,2,1879,80000,3763,120000,0.05375,0.058097222222222224,48000,72000,0.9993333333333333,0.9995555555555555,0.9988888888888889,0.9994444444444445,0.9089,,,,
