run_name,dataset,model,kc,seed,category,num_pairs,total_pair_sample_instances,pooled_prediction_change_rate,pooled_raw_target_rate,pooled_target_leakage_rate,mean_pair_target_leakage,std_pair_target_leakage,median_pair_target_leakage,p95_pair_target_leakage,max_pair_target_leakage,mean_pair_prediction_change,std_pair_prediction_change,max_pair_prediction_change,mean_pair_raw_target_rate,std_pair_raw_target_rate,max_pair_raw_target_rate,worst_pair_id,worst_pair_p1,worst_pair_p2,worst_target,worst_target_changed_rate
cifar100_vgg11_full_dyn_pr0.05_kc8_seed1,cifar100,vgg11,8,1,unseen_p1_unseen_p2,16,160000,0.47725,0.1027875,0.059425,0.059425,0.023743588608295924,0.06,0.09480000000000001,0.1083,0.47725,0.08028925208270407,0.553,0.1027875,0.020973884555163674,0.15,unseen_p1_unseen_p2_03,y12_x16,y16_x12,7,0.02314375
cifar100_vgg11_full_dyn_pr0.05_kc8_seed2,cifar100,vgg11,8,2,seen_p1_unseen_p2,16,160000,0.28681875,0.0856375,0.0298375,0.0298375,0.010590491017889586,0.02595,0.046674999999999994,0.0553,0.28681875,0.030818202819113245,0.3428,0.0856375,0.010488970397517575,0.1098,seen_p1_unseen_p2_05,y26_x2,y12_x12,7,0.0088375
cifar100_vgg11_full_dyn_pr0.05_kc8_seed2,cifar100,vgg11,8,2,unseen_p1_seen_p2,16,160000,0.4137375,0.1054125,0.05693125,0.05693125,0.030124159047736642,0.051750000000000004,0.09837499999999999,0.116,0.4137375,0.10204382636886956,0.5497,0.1054125,0.024837548859203747,0.1565,unseen_p1_seen_p2_06,y12_x16,y16_x2,7,0.03048125
cifar100_vgg11_full_dyn_pr0.05_kc8_seed2,cifar100,vgg11,8,2,unseen_p1_unseen_p2,16,160000,0.42015625,0.1199,0.07183125,0.07183125,0.02978755262969193,0.0721,0.11727499999999999,0.131,0.42015625,0.06582561779682233,0.5376,0.1199,0.027233802525538003,0.1763,unseen_p1_unseen_p2_12,y12_x21,y7_x16,7,0.03564375
cifar10_resnet18_full_dyn_pr0.05_kc4_seed0,cifar10,resnet18,4,0,seen_p1_unseen_p2,16,160000,0.0614375,0.40315,0.0367375,0.0367375,0.03820052137515054,0.01895,0.124525,0.1273,0.0614375,0.031469199227180854,0.135,0.40315,0.030287577211347453,0.4828,seen_p1_unseen_p2_13,y18_x26,y10_x10,3,0.0165
cifar10_resnet18_full_dyn_pr0.05_kc4_seed0,cifar10,resnet18,4,0,unseen_p1_seen_p2,16,160000,0.1072375,0.44496875,0.08645625,0.08645625,0.20636004125072277,0.0315,0.29655,0.8553,0.1072375,0.2006834684272723,0.8553,0.44496875,0.14608100820549308,0.9895,unseen_p1_seen_p2_07,y10_x26,y2_x2,3,0.0611375
cifar10_resnet18_full_dyn_pr0.05_kc4_seed0,cifar10,resnet18,4,0,unseen_p1_unseen_p2,16,160000,0.06425,0.40111875,0.0345875,0.0345875,0.013806272728968767,0.033350000000000005,0.0569,0.0587,0.06425,0.021321819809762957,0.1006,0.40111875,0.014624373205941735,0.4244,unseen_p1_unseen_p2_14,y26_x18,y18_x2,2,0.0112125
cifar10_resnet18_full_dyn_pr0.05_kc4_seed1,cifar10,resnet18,4,1,seen_p1_unseen_p2,16,160000,0.0485625,0.394775,0.02353125,0.02353125,0.007028296972477283,0.021199999999999997,0.03695,0.0392,0.0485625,0.00979454780307221,0.0624,0.394775,0.008037288099850595,0.4099,seen_p1_unseen_p2_09,y26_x26,y10_x18,3,0.00846875
cifar10_resnet18_full_dyn_pr0.05_kc4_seed1,cifar10,resnet18,4,1,unseen_p1_seen_p2,16,160000,0.05719375,0.3954,0.0284125,0.0284125,0.012301754617397742,0.02645,0.046575000000000005,0.0621,0.05719375,0.015620519357562987,0.0926,0.3954,0.010217501325340422,0.4138,unseen_p1_seen_p2_14,y10_x18,y10_x2,2,0.017
cifar10_resnet18_full_dyn_pr0.05_kc4_seed1,cifar10,resnet18,4,1,unseen_p1_unseen_p2,16,160000,0.0673875,0.40138125,0.0346625,0.0346625,0.011973240998159187,0.033449999999999994,0.050775,0.0579,0.0673875,0.015864084173587416,0.0929,0.40138125,0.013355908492748314,0.417,unseen_p1_unseen_p2_10,y10_x18,y18_x18,2,0.01525625
cifar10_resnet18_full_dyn_pr0.05_kc4_seed2,cifar10,resnet18,4,2,seen_p1_unseen_p2,16,160000,0.04634375,0.39915,0.02411875,0.02411875,0.004950988958447258,0.02355,0.030975000000000003,0.0342,0.04634375,0.008469550853892234,0.0638,0.39915,0.007731752712031079,0.4105,seen_p1_unseen_p2_16,y26_x2,y18_x18,0,0.0092625
cifar10_resnet18_full_dyn_pr0.05_kc4_seed2,cifar10,resnet18,4,2,unseen_p1_seen_p2,16,160000,0.05090625,0.403975,0.028525,0.028525000000000002,0.01141218646885863,0.02445,0.05097499999999999,0.053,0.05090625,0.012886244280885981,0.0682,0.403975,0.012764716996471177,0.4314,unseen_p1_seen_p2_07,y18_x10,y10_x26,2,0.010225
cifar10_resnet18_full_dyn_pr0.05_kc4_seed2,cifar10,resnet18,4,2,unseen_p1_unseen_p2,16,160000,0.0649875,0.40270625,0.03544375,0.035443749999999996,0.014568228844532427,0.032600000000000004,0.066,0.0741,0.0649875,0.016397474399024586,0.1077,0.40270625,0.012075621102038601,0.4256,unseen_p1_unseen_p2_13,y10_x10,y18_x18,2,0.0143375
cifar10_resnet18_full_dyn_pr0.05_kc8_seed0,cifar10,resnet18,8,0,seen_p1_unseen_p2,16,160000,0.0388,0.800825,0.03436875,0.03436875,0.005613046558391144,0.035,0.042725,0.0431,0.0388,0.004991459372434747,0.0463,0.800825,0.002676938549911061,0.8043,seen_p1_unseen_p2_09,y12_x26,y12_x7,5,0.00883125
cifar10_resnet18_full_dyn_pr0.05_kc8_seed0,cifar10,resnet18,8,0,unseen_p1_seen_p2,16,160000,0.03998125,0.8032375,0.03685,0.03685,0.010728715362676621,0.034699999999999995,0.05285,0.0539,0.03998125,0.01125920179231192,0.0583,0.8032375,0.0011242034216872511,0.8059,unseen_p1_seen_p2_01,y12_x12,y12_x2,5,0.00955625
cifar10_resnet18_full_dyn_pr0.05_kc8_seed0,cifar10,resnet18,8,0,unseen_p1_unseen_p2,16,160000,0.050075,0.804125,0.046275,0.046275,0.008999814812909578,0.0473,0.057999999999999996,0.0583,0.050075,0.009296917051725624,0.0628,0.804125,0.0017349351572897463,0.8067,unseen_p1_unseen_p2_14,y16_x16,y12_x21,5,0.01528125
cifar10_resnet18_full_dyn_pr0.05_kc8_seed1,cifar10,resnet18,8,1,seen_p1_unseen_p2,16,160000,0.04555625,0.7973125,0.039175,0.039175,0.005054041287260458,0.04,0.04505,0.0476,0.04555625,0.004402873114986017,0.0526,0.7973125,0.002664050800316441,0.8004,seen_p1_unseen_p2_10,y26_x7,y7_x12,5,0.00911875
cifar10_resnet18_full_dyn_pr0.05_kc8_seed1,cifar10,resnet18,8,1,unseen_p1_seen_p2,16,160000,0.04308125,0.79961875,0.0384375,0.0384375,0.013381174587207707,0.0358,0.06395,0.0653,0.04308125,0.013339776047595401,0.0706,0.79961875,0.0018067350848053603,0.8027,unseen_p1_seen_p2_06,y7_x12,y7_x26,2,0.01144375
cifar10_resnet18_full_dyn_pr0.05_kc8_seed1,cifar10,resnet18,8,1,unseen_p1_unseen_p2,16,160000,0.05961875,0.8004375,0.053525,0.053525,0.013416532090422373,0.052,0.07785,0.0792,0.05961875,0.014002724437289575,0.0846,0.8004375,0.001707190674763648,0.8035,unseen_p1_unseen_p2_16,y16_x16,y12_x16,2,0.01486875
cifar10_resnet18_full_dyn_pr0.05_kc8_seed2,cifar10,resnet18,8,2,seen_p1_unseen_p2,16,160000,0.043625,0.799475,0.03819375,0.03819375,0.007651707325819513,0.040650000000000006,0.0474,0.0489,0.043625000000000004,0.007466145815166841,0.0539,0.799475,0.0024280307521391312,0.8044,seen_p1_unseen_p2_06,y16_x2,y16_x16,3,0.00884375
cifar10_resnet18_full_dyn_pr0.05_kc8_seed2,cifar10,resnet18,8,2,unseen_p1_seen_p2,16,160000,0.05351875,0.80238125,0.049425,0.049425,0.015458093888531881,0.0511,0.0706,0.0739,0.053518750000000004,0.014978705718452447,0.0767,0.80238125,0.002817615717824797,0.8069,unseen_p1_seen_p2_13,y7_x16,y7_x26,2,0.0143
cifar10_resnet18_full_dyn_pr0.05_kc8_seed2,cifar10,resnet18,8,2,unseen_p1_unseen_p2,16,160000,0.057775,0.80245625,0.05324375,0.05324375,0.014914957537094544,0.05205,0.0729,0.0732,0.057775,0.01450937627880675,0.0787,0.80245625,0.0028251179916362213,0.8081,unseen_p1_unseen_p2_08,y12_x12,y7_x7,5,0.015025
cifar10_vgg11_full_dyn_pr0.05_kc4_seed0,cifar10,vgg11,4,0,seen_p1_unseen_p2,16,160000,0.15404375,0.407025,0.0889875,0.0889875,0.08749961428486414,0.05095,0.226925,0.3794,0.15404375,0.07495274038797158,0.3897,0.407025,0.06270179689078562,0.6046,seen_p1_unseen_p2_16,y26_x26,y18_x2,2,0.04281875
cifar10_vgg11_full_dyn_pr0.05_kc4_seed0,cifar10,vgg11,4,0,unseen_p1_seen_p2,16,160000,0.1926625,0.4388625,0.1258,0.1258,0.135514009115909,0.06975,0.44825,0.4502,0.19266250000000001,0.11496836593892543,0.455,0.4388625,0.11029269468101684,0.7044,unseen_p1_seen_p2_05,y26_x18,y2_x26,2,0.06475
cifar10_vgg11_full_dyn_pr0.05_kc4_seed0,cifar10,vgg11,4,0,unseen_p1_unseen_p2,16,160000,0.2149625,0.44370625,0.1338625,0.1338625,0.08361667198192793,0.1008,0.260225,0.2798,0.2149625,0.08336519557545183,0.3488,0.44370624999999997,0.06826522266132294,0.5618,unseen_p1_unseen_p2_06,y10_x10,y18_x10,2,0.09950625
cifar10_vgg11_full_dyn_pr0.05_kc4_seed1,cifar10,vgg11,4,1,seen_p1_unseen_p2,16,160000,0.13560625,0.40623125,0.0717125,0.0717125,0.03962507413242276,0.05245,0.139975,0.1438,0.13560625,0.050748116139090985,0.2309,0.40623125,0.027500296210525934,0.4602,seen_p1_unseen_p2_10,y26_x2,y10_x10,2,0.04711875
cifar10_vgg11_full_dyn_pr0.05_kc4_seed1,cifar10,vgg11,4,1,unseen_p1_seen_p2,16,160000,0.1943375,0.43399375,0.11234375,0.11234374999999999,0.07342377424921712,0.0982,0.22945,0.2623,0.1943375,0.08658837393091523,0.3233,0.43399375,0.049110426167295,0.5442,unseen_p1_seen_p2_14,y10_x10,y2_x2,2,0.0825375
cifar10_vgg11_full_dyn_pr0.05_kc4_seed1,cifar10,vgg11,4,1,unseen_p1_unseen_p2,16,160000,0.2384875,0.47365,0.1578,0.1578,0.08284604999636373,0.1515,0.2889,0.3021,0.2384875,0.09263432679088245,0.3921,0.47365,0.05559091052801107,0.5735,unseen_p1_unseen_p2_04,y10_x18,y18_x18,2,0.12670625
cifar10_vgg11_full_dyn_pr0.05_kc4_seed2,cifar10,vgg11,4,2,seen_p1_unseen_p2,16,160000,0.09995625,0.392775,0.0464625,0.046462500000000004,0.013890470354407249,0.044950000000000004,0.0678,0.0867,0.09995625,0.020322170774796672,0.1434,0.392775,0.022203528248156117,0.4532,seen_p1_unseen_p2_05,y26_x26,y2_x10,3,0.0179625
cifar10_vgg11_full_dyn_pr0.05_kc4_seed2,cifar10,vgg11,4,2,unseen_p1_seen_p2,16,160000,0.14054375,0.43329375,0.0883875,0.0883875,0.04796416544324176,0.08324999999999999,0.174875,0.1823,0.14054375,0.05308821550024073,0.2406,0.43329375,0.0432283004330882,0.5182,unseen_p1_seen_p2_12,y10_x18,y2_x2,2,0.0316875
cifar10_vgg11_full_dyn_pr0.05_kc4_seed2,cifar10,vgg11,4,2,unseen_p1_unseen_p2,16,160000,0.1716125,0.44313125,0.106025,0.106025,0.05864876810300452,0.0906,0.197175,0.2481,0.1716125,0.06327673479776487,0.3215,0.44313125,0.052147134389149336,0.544,unseen_p1_unseen_p2_07,y10_x18,y10_x10,2,0.05114375
cifar10_vgg11_full_dyn_pr0.05_kc8_seed0,cifar10,vgg11,8,0,seen_p1_unseen_p2,16,160000,0.10775625,0.80225,0.09723125,0.09723125,0.017707087799334293,0.09889999999999999,0.12225,0.1227,0.10775625,0.01960921445817416,0.1407,0.80225,0.005507086343975364,0.8128,seen_p1_unseen_p2_06,y26_x7,y12_x16,2,0.02549375
cifar10_vgg11_full_dyn_pr0.05_kc8_seed0,cifar10,vgg11,8,0,unseen_p1_seen_p2,16,160000,0.1782,0.7962,0.1587,0.1587,0.045325666018272696,0.15535,0.212825,0.2252,0.1782,0.04671624984949027,0.2423,0.7962,0.00851030747583972,0.8136,unseen_p1_seen_p2_15,y16_x12,y7_x26,2,0.063375
cifar10_vgg11_full_dyn_pr0.05_kc8_seed0,cifar10,vgg11,8,0,unseen_p1_unseen_p2,16,160000,0.197225,0.8008625,0.178025,0.178025,0.053292945124096866,0.18145,0.25715,0.2576,0.19722499999999998,0.052362066422172455,0.2813,0.8008625,0.01121605248442308,0.8197,unseen_p1_unseen_p2_13,y12_x16,y12_x21,2,0.08084375
cifar10_vgg11_full_dyn_pr0.05_kc8_seed1,cifar10,vgg11,8,1,seen_p1_unseen_p2,16,160000,0.12130625,0.80326875,0.1111875,0.1111875,0.029235021806046254,0.1033,0.165675,0.168,0.12130625,0.032480280556054314,0.1876,0.80326875,0.007314252638969104,0.8198,seen_p1_unseen_p2_06,y21_x26,y12_x16,2,0.0329875
cifar10_vgg11_full_dyn_pr0.05_kc8_seed1,cifar10,vgg11,8,1,unseen_p1_seen_p2,16,160000,0.2269625,0.81104375,0.2146625,0.2146625,0.06866209895811032,0.21985,0.31417500000000004,0.3561,0.2269625,0.06934071314891417,0.3629,0.81104375,0.013041317354214379,0.8503,unseen_p1_seen_p2_04,y12_x16,y2_x2,2,0.1094625
cifar10_vgg11_full_dyn_pr0.05_kc8_seed1,cifar10,vgg11,8,1,unseen_p1_unseen_p2,16,160000,0.2518,0.81380625,0.23796875,0.23796875,0.06274780972273056,0.22799999999999998,0.331125,0.4092,0.2518,0.06341910332594326,0.4171,0.81380625,0.00958515997084381,0.8349,unseen_p1_unseen_p2_09,y12_x16,y12_x12,2,0.12134375
cifar10_vgg11_full_dyn_pr0.05_kc8_seed2,cifar10,vgg11,8,2,seen_p1_unseen_p2,16,160000,0.16915,0.81384375,0.15895625,0.15895625,0.19794594537819324,0.10900000000000001,0.332875,0.8974,0.16915,0.19518948059086927,0.8974,0.81384375,0.049876112769541285,0.9993,seen_p1_unseen_p2_13,y26_x7,y2_x16,4,0.0611
cifar10_vgg11_full_dyn_pr0.05_kc8_seed2,cifar10,vgg11,8,2,unseen_p1_seen_p2,16,160000,0.18408125,0.804,0.17144375,0.17144375,0.07052461479275635,0.13125,0.26292499999999996,0.2801,0.18408125,0.0700474145965907,0.2954,0.804,0.00859402893486713,0.8161,unseen_p1_seen_p2_02,y12_x12,y2_x26,2,0.0970125
cifar10_vgg11_full_dyn_pr0.05_kc8_seed2,cifar10,vgg11,8,2,unseen_p1_unseen_p2,16,160000,0.24309375,0.813325,0.23113125,0.23113125,0.06004488008981282,0.21955,0.31980000000000003,0.3528,0.24309375,0.05920019671983081,0.3605,0.813325,0.01041956493013664,0.8344,unseen_p1_unseen_p2_06,y12_x12,y12_x16,2,0.1326125
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed0,gtsrb,resnet18,4,0,seen_p1_unseen_p2,16,202080,0.04681314330958036,0.1550475059382423,0.005774940617577197,0.005774940617577197,0.008243922661148605,0.0019398258115597782,0.023673792557403008,0.025098970704671417,0.04681314330958036,0.04953516416176051,0.16270783847980996,0.1550475059382423,0.0034202687078840714,0.1593032462391132,seen_p1_unseen_p2_03,y18_x2,y10_x10,2,0.0024297307996832937
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed0,gtsrb,resnet18,4,0,unseen_p1_seen_p2,16,202080,0.03542656373713381,0.16272763262074427,0.01118368962787015,0.01118368962787015,0.012592492535183478,0.005186064924782264,0.03398653998416469,0.035233570863024546,0.03542656373713381,0.03522113134853218,0.1058590657165479,0.16272763262074427,0.009703205524869914,0.18749010292953286,unseen_p1_seen_p2_14,y18_x10,y10_x26,1,0.005972882026920032
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed0,gtsrb,resnet18,4,0,unseen_p1_unseen_p2,16,202080,0.10739311163895487,0.15266231195566113,0.011371733966745843,0.011371733966745843,0.014181253452415015,0.004077593032462391,0.03258115597783057,0.05122723673792558,0.10739311163895487,0.1300543797766638,0.44885193982581156,0.15266231195566113,0.023860351536901157,0.18163103721298496,unseen_p1_unseen_p2_08,y18_x10,y10_x18,2,0.004795130641330166
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed1,gtsrb,resnet18,4,1,seen_p1_unseen_p2,16,202080,0.046867577197149644,0.16104513064133016,0.008917260490894694,0.008917260490894696,0.009472062114785658,0.006730007917656374,0.024208234362628662,0.037688044338875695,0.046867577197149644,0.04871223333932526,0.1459224069675376,0.16104513064133016,0.00823497165662981,0.17529691211401424,seen_p1_unseen_p2_16,y10_x2,y10_x10,2,0.004171615201900238
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed1,gtsrb,resnet18,4,1,unseen_p1_seen_p2,16,202080,0.057932501979414096,0.17446060965954077,0.026637965162311955,0.026637965162311955,0.028815265398030074,0.021852731591448932,0.06636975455265241,0.10490894695170229,0.057932501979414096,0.04973977115697173,0.15637371338083927,0.17446060965954077,0.01864325851558865,0.2161520190023753,unseen_p1_seen_p2_02,y18_x10,y10_x26,2,0.014924782264449724
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed1,gtsrb,resnet18,4,1,unseen_p1_unseen_p2,16,202080,0.12813737133808392,0.16505839271575615,0.02105106888361045,0.02105106888361045,0.02679208061338988,0.010965954077593033,0.07664291369754553,0.09113222486144101,0.12813737133808392,0.1481904092850769,0.48368962787015046,0.16505839271575615,0.01981580696016471,0.22652414885193983,unseen_p1_unseen_p2_11,y18_x18,y10_x10,2,0.01180720506730008
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed2,gtsrb,resnet18,4,2,seen_p1_unseen_p2,16,202080,0.06314330958036421,0.17506433095803642,0.025128661916072843,0.025128661916072843,0.0323806639760437,0.015676959619952493,0.0778701504354711,0.11931908155186065,0.06314330958036421,0.07096122096390896,0.2618368962787015,0.17506433095803642,0.018818154902976635,0.21955661124307205,seen_p1_unseen_p2_11,y2_x26,y18_x10,2,0.009812945368171021
gtsrb_resnet18_full_dyn_pr0.05_kc4_seed2,gtsrb,resnet18,4,2,unseen_p1_seen_p2,16,202080,0.0821159936658749,0.20403800475059383,0.0560124703087886,0.0560124703087886,0.10266311407989104,0.025732383214568486,0.17755344418052257,0.42114014251781473,0.0821159936658749,0.10760932139901477,0.4387173396674584,0.20403800475059383,0.09273792427614229,0.5351543942992875,unseen_p1_seen_p2_16,y10_x10,y18_x26,2,0.03646080760095012
