dataset,model,kc,poison_rate,seed,adaptive_run,fixed_run,fixed_clean_acc_pct,adaptive_clean_acc_pct,clean_acc_improvement_pp,fixed_valid_asr_pct,adaptive_valid_asr_pct,valid_asr_improvement_pp,fixed_wrong_asr_pct,adaptive_wrong_asr_pct,wrong_asr_improvement_pp,fixed_single_leak_pct,adaptive_single_leak_pct,single_leak_improvement_pp,fixed_invalid_leak_pct,adaptive_invalid_leak_pct,invalid_leak_improvement_pp,fixed_csg_pct,adaptive_csg_pct,csg_improvement_pp
gtsrb,resnet18,4,0.01,1,gtsrb_resnet18_adaptive_feedback_dyn_pr0.01_kc4_seed1_adaptive72_tuned_v2_gtsrb_resnet18_kc4_pr001_seed1,gtsrb_resnet18_full_dyn_pr0.01_kc4_seed1,98.72525732383215,98.65399841646872,-0.0712589073634251,99.99579124579124,99.93396633276552,-0.06182491302572091,0.0,0.04208754208754208,-0.04208754208754208,0.3315518606492478,0.36322248614410135,-0.03167062549485353,0.20651887041435738,0.12008445500131962,0.08643441541303774,99.664239385142,99.57074384662143,-0.09349553852057157
gtsrb,vgg11,4,0.01,1,gtsrb_vgg11_adaptive_feedback_dyn_pr0.01_kc4_seed1_adaptive72_tuned_v2_gtsrb_vgg11_kc4_pr001_seed1,gtsrb_vgg11_full_dyn_pr0.01_kc4_seed1,96.95961995249405,96.72209026128266,-0.23752969121140222,99.13422913087632,99.05326475083926,-0.08096438003705186,0.1431980906921241,0.13524264120922833,0.00795544948289579,1.036223277909739,1.5756136183689626,-0.5393903404592238,0.4922143045658485,0.40446027975719184,0.08775402480865666,98.09800585296658,97.4776511324703,-0.6203547204962745
cifar10,resnet18,4,0.01,2,cifar10_resnet18_adaptive_feedback_dyn_pr0.01_kc4_seed2_adaptive72_tuned_v2_cifar10_resnet18_kc4_pr001_seed2,cifar10_resnet18_full_dyn_pr0.01_kc4_seed2,93.82000000000001,94.31,0.49000000000000155,99.85833333333333,99.82222222222222,-0.036111111111114536,0.12222222222222222,0.12222222222222222,0.0,1.805,1.585,0.22000000000000006,2.1533333333333333,2.1566666666666667,-0.003333333333333313,97.70500000000001,97.66555555555556,-0.0394444444444475
cifar10,vgg11,4,0.01,2,cifar10_vgg11_adaptive_feedback_dyn_pr0.01_kc4_seed2_adaptive72_tuned_v2_cifar10_vgg11_kc4_pr001_seed2,cifar10_vgg11_full_dyn_pr0.01_kc4_seed2,90.61,90.48,-0.12999999999999678,98.12222222222222,99.1138888888889,0.9916666666666685,1.3444444444444446,0.6222222222222222,0.7222222222222223,4.206250000000001,4.04125,0.16500000000000056,5.4191666666666665,4.901666666666666,0.5174999999999998,92.70305555555555,94.21222222222222,1.5091666666666614
cifar100,resnet18,4,0.01,2,cifar100_resnet18_adaptive_feedback_dyn_pr0.01_kc4_seed2_adaptive72_tuned_v2_cifar100_resnet18_kc4_pr001_seed2,cifar100_resnet18_full_dyn_pr0.01_kc4_seed2,76.28,74.89,-1.3900000000000023,99.2550505050505,98.58080808080808,-0.6742424242424216,0.0707070707070707,0.030303030303030304,0.0404040404040404,1.48375,1.77125,-0.2874999999999999,0.7799999999999999,1.1975,-0.4175,97.7713005050505,96.80955808080807,-0.9617424242424288
cifar100,vgg11,4,0.01,2,cifar100_vgg11_adaptive_feedback_dyn_pr0.01_kc4_seed2_adaptive72_tuned_v2_cifar100_vgg11_kc4_pr001_seed2,cifar100_vgg11_full_dyn_pr0.01_kc4_seed2,68.60000000000001,67.29,-1.31,98.59343434343434,99.13636363636364,0.542929292929295,0.050505050505050504,0.0202020202020202,0.030303030303030304,1.78375,1.5725,0.21125,1.3016666666666665,1.35,-0.04833333333333339,96.80968434343434,97.56386363636364,0.7541792929292912
gtsrb,resnet18,4,0.01,2,gtsrb_resnet18_adaptive_feedback_dyn_pr0.01_kc4_seed2_adaptive72_tuned_v2_gtsrb_resnet18_kc4_pr001_seed2,gtsrb_resnet18_full_dyn_pr0.01_kc4_seed2,98.36896278701505,98.40063341250989,0.03167062549485067,99.99174328812563,99.98347597485528,-0.008267313270349241,0.02463054187192118,0.016835016835016835,0.007795525036904344,0.5829374505146476,0.5314726840855106,0.05146476642913702,0.3259435207178675,0.17418844022169439,0.15175508049617312,99.408805837611,99.45200329076978,0.043197453158783095
gtsrb,vgg11,4,0.01,2,gtsrb_vgg11_adaptive_feedback_dyn_pr0.01_kc4_seed2_adaptive72_tuned_v2_gtsrb_vgg11_kc4_pr001_seed2,gtsrb_vgg11_full_dyn_pr0.01_kc4_seed2,97.07838479809976,97.21298495645289,0.13460015835312644,99.07738080163043,99.0401753952132,-0.03720540641721781,0.008417508417508417,0.016835016835016835,-0.008417508417508417,1.5043547110055424,0.9610055423594616,0.5433491686460808,0.41303774082871475,0.33320137239377146,0.0798363684349433,97.57302609062488,98.07916985285374,0.5061437622288611
cifar10,resnet18,4,0.05,0,cifar10_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed0_adaptive72_tuned_v2_cifar10_resnet18_kc4_pr005_seed0,cifar10_resnet18_full_dyn_pr0.05_kc4_seed0,94.06,94.27,0.20999999999999908,100.0,99.99444444444445,-0.005555555555547542,0.0,0.0,0.0,1.1375,1.08375,0.05374999999999998,1.6158333333333335,1.7475,-0.13166666666666674,98.38416666666666,98.24694444444445,-0.1372222222222108
cifar10,vgg11,4,0.05,0,cifar10_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed0_adaptive72_tuned_v2_cifar10_vgg11_kc4_pr005_seed0,cifar10_vgg11_full_dyn_pr0.05_kc4_seed0,90.5,90.34,-0.16000000000000458,99.93611111111112,99.91944444444445,-0.01666666666666483,0.06666666666666667,0.05555555555555555,0.01111111111111111,2.4899999999999998,2.4525,0.037499999999999686,3.0733333333333333,3.078333333333333,-0.004999999999999796,96.86277777777778,96.8411111111111,-0.021666666666675383
cifar100,resnet18,4,0.05,0,cifar100_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed0_adaptive72_tuned_v2_cifar100_resnet18_kc4_pr005_seed0,cifar100_resnet18_full_dyn_pr0.05_kc4_seed0,76.28,75.53999999999999,-0.7400000000000073,99.9090909090909,99.91161616161617,0.0025252525252650315,0.0101010101010101,0.0,0.0101010101010101,0.39249999999999996,0.4275,-0.035000000000000045,0.43,0.4608333333333333,-0.03083333333333332,99.4790909090909,99.45078282828284,-0.028308080808070457
cifar100,vgg11,4,0.05,0,cifar100_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed0_adaptive72_tuned_v2_cifar100_vgg11_kc4_pr005_seed0,cifar100_vgg11_full_dyn_pr0.05_kc4_seed0,68.57,67.38,-1.1900000000000022,99.89646464646465,99.81565656565657,-0.08080808080808133,0.0202020202020202,0.0,0.0202020202020202,0.5675,0.65,-0.08249999999999993,0.6866666666666666,0.645,0.04166666666666667,99.20979797979797,99.16565656565656,-0.0441414141414076
gtsrb,resnet18,4,0.05,0,gtsrb_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed0_adaptive72_tuned_v2_gtsrb_resnet18_kc4_pr005_seed0,gtsrb_resnet18_full_dyn_pr0.05_kc4_seed0,98.64608076009502,98.62232779097387,-0.023752969121138,100.0,100.0,0.0,0.0,0.0,0.0,0.0613618368962787,0.02573238321456849,0.03562945368171021,0.052784375824755876,0.021773555027711798,0.03101082079704408,99.93863816310372,99.97426761678543,0.035629453681707
gtsrb,vgg11,4,0.05,0,gtsrb_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed0_adaptive72_tuned_v2_gtsrb_vgg11_kc4_pr005_seed0,gtsrb_vgg11_full_dyn_pr0.05_kc4_seed0,96.84877276326208,97.11005542359462,0.2612826603325513,100.0,99.995894909688,-0.004105090311989912,0.0,0.016420361247947456,-0.016420361247947456,0.2246634996041172,0.16330166270783847,0.0613618368962787,0.2903140670361573,0.15901293217207707,0.1313011348640802,99.70968593296384,99.83259324698017,0.12290731401632948
cifar10,resnet18,4,0.05,1,cifar10_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed1_adaptive72_tuned_v2_cifar10_resnet18_kc4_pr005_seed1,cifar10_resnet18_full_dyn_pr0.05_kc4_seed1,94.06,94.17999999999999,0.11999999999999789,99.99444444444445,99.99166666666667,-0.0027777777777848733,0.0,0.011111111111111112,-0.011111111111111112,1.2012500000000002,1.10625,0.09500000000000011,1.6808333333333334,1.5125,0.16833333333333353,98.31361111111111,98.47916666666667,0.16555555555555213
cifar10,vgg11,4,0.05,1,cifar10_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed1_adaptive72_tuned_v2_cifar10_vgg11_kc4_pr005_seed1,cifar10_vgg11_full_dyn_pr0.05_kc4_seed1,90.41,91.09,0.6800000000000028,99.88333333333334,99.93888888888888,0.05555555555555314,0.13333333333333333,0.03333333333333333,0.1,2.3125,2.3675,-0.05500000000000019,3.1225,3.045,0.07749999999999979,96.76083333333334,96.8938888888889,0.13305555555555015
cifar100,resnet18,4,0.05,1,cifar100_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed1_adaptive72_tuned_v2_cifar100_resnet18_kc4_pr005_seed1,cifar100_resnet18_full_dyn_pr0.05_kc4_seed1,76.22,75.27000000000001,-0.9499999999999953,99.96464646464646,99.9469696969697,-0.017676767676766403,0.0,0.0,0.0,0.42375,0.46125000000000005,-0.03750000000000003,0.45999999999999996,0.5283333333333333,-0.06833333333333336,99.50464646464646,99.41863636363637,-0.08601010101009221
cifar100,vgg11,4,0.05,1,cifar100_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed1_adaptive72_tuned_v2_cifar100_vgg11_kc4_pr005_seed1,cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,68.69,67.41,-1.2799999999999923,99.95959595959596,99.93434343434345,-0.02525252525251709,0.0,0.0,0.0,0.5737500000000001,0.6325,-0.05874999999999995,0.67,0.7591666666666667,-0.08916666666666664,99.28959595959596,99.17517676767677,-0.11441919191917949
gtsrb,resnet18,4,0.05,1,gtsrb_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed1_adaptive72_tuned_v2_gtsrb_resnet18_kc4_pr005_seed1,gtsrb_resnet18_full_dyn_pr0.05_kc4_seed1,98.93111638954869,98.79651623119557,-0.13460015835312644,100.0,100.0,0.0,0.0,0.0,0.0,0.05146476642913698,0.020783847980997625,0.03068091844813935,0.043547110055423596,0.021773555027711798,0.021773555027711798,99.94853523357087,99.97822644497228,0.02969121140141695
gtsrb,vgg11,4,0.05,1,gtsrb_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed1_adaptive72_tuned_v2_gtsrb_vgg11_kc4_pr005_seed1,gtsrb_vgg11_full_dyn_pr0.05_kc4_seed1,96.99920823436263,97.06254948535233,0.06334125098970134,100.0,100.0,0.0,0.0,0.0,0.0,0.1623119556611243,0.09699129057798891,0.0653206650831354,0.23357086302454474,0.1623119556611243,0.07125890736342044,99.76642913697546,99.83768804433888,0.0712589073634251
cifar10,resnet18,4,0.05,2,cifar10_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed2_adaptive72_tuned_v2_cifar10_resnet18_kc4_pr005_seed2,cifar10_resnet18_full_dyn_pr0.05_kc4_seed2,93.97,94.12,0.15000000000000568,100.0,99.9888888888889,-0.011111111111106187,0.0,0.011111111111111112,-0.011111111111111112,0.9787499999999999,0.84625,0.13249999999999998,1.4825,1.3575,0.12499999999999994,98.5175,98.63138888888889,0.11388888888889115
cifar10,vgg11,4,0.05,2,cifar10_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed2_adaptive72_tuned_v2_cifar10_vgg11_kc4_pr005_seed2,cifar10_vgg11_full_dyn_pr0.05_kc4_seed2,90.93,90.77,-0.16000000000000458,99.85,99.93055555555556,0.08055555555556149,0.1,0.044444444444444446,0.05555555555555555,2.4675,2.2624999999999997,0.20499999999999996,2.9425,3.305,-0.3625000000000003,96.90749999999998,96.62555555555555,-0.28194444444443745
cifar100,resnet18,4,0.05,2,cifar100_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed2_adaptive72_tuned_v2_cifar100_resnet18_kc4_pr005_seed2,cifar100_resnet18_full_dyn_pr0.05_kc4_seed2,76.38000000000001,74.78,-1.6000000000000014,99.92929292929293,99.9469696969697,0.017676767676766403,0.0,0.0,0.0,0.43375,0.49375,-0.059999999999999984,0.4783333333333333,0.5499999999999999,-0.07166666666666667,99.4509595959596,99.3969696969697,-0.05398989898989237
cifar100,vgg11,4,0.05,2,cifar100_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed2_adaptive72_tuned_v2_cifar100_vgg11_kc4_pr005_seed2,cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,68.84,67.16,-1.6800000000000037,99.94444444444444,99.92676767676768,-0.017676767676766403,0.0,0.0,0.0,0.70375,0.72625,-0.02249999999999995,0.7591666666666667,0.7658333333333333,-0.006666666666666626,99.18527777777778,99.16093434343435,-0.024343434343432335
gtsrb,resnet18,4,0.05,2,gtsrb_resnet18_adaptive_feedback_dyn_pr0.05_kc4_seed2_adaptive72_tuned_v2_gtsrb_resnet18_kc4_pr005_seed2,gtsrb_resnet18_full_dyn_pr0.05_kc4_seed2,98.66983372921615,98.78068091844814,0.11084718923198844,100.0,99.99579124579124,-0.004208754208756549,0.0,0.0,0.0,0.060372129849564526,0.0395882818685669,0.020783847980997628,0.09897070467141725,0.04024808656637635,0.0587226181050409,99.90102929532858,99.95554315922487,0.05451386389628832
gtsrb,vgg11,4,0.05,2,gtsrb_vgg11_adaptive_feedback_dyn_pr0.05_kc4_seed2_adaptive72_tuned_v2_gtsrb_vgg11_kc4_pr005_seed2,gtsrb_vgg11_full_dyn_pr0.05_kc4_seed2,96.88836104513065,97.20506730007918,0.3167062549485289,100.0,100.0,0.0,0.0,0.0,0.0,0.16528107680126683,0.19893111638954872,-0.033650039588281895,0.25006598046978096,0.2566640274478754,-0.006598046978094482,99.74993401953022,99.74333597255213,-0.0065980469780901885
cifar10,resnet18,8,0.01,0,cifar10_resnet18_adaptive_feedback_dyn_pr0.01_kc8_seed0_adaptive72_tuned_v2_cifar10_resnet18_kc8_pr001_seed0,cifar10_resnet18_full_dyn_pr0.01_kc8_seed0,94.08,93.67,-0.40999999999999925,99.43749999999999,99.72638888888889,0.2888888888889052,0.9555555555555555,0.6444444444444445,0.31111111111111106,3.633125,3.094375,0.5387500000000003,5.395,4.697500000000001,0.6974999999999996,94.04249999999999,95.0288888888889,0.9863888888889116
cifar10,vgg11,8,0.01,0,cifar10_vgg11_adaptive_feedback_dyn_pr0.01_kc8_seed0_adaptive72_tuned_v2_cifar10_vgg11_kc8_pr001_seed0,cifar10_vgg11_full_dyn_pr0.01_kc8_seed0,90.59,90.32,-0.27000000000000357,98.33611111111111,98.64583333333333,0.30972222222221957,2.677777777777778,1.8111111111111113,0.8666666666666666,8.413125,8.26375,0.1493750000000002,12.8025,13.063035714285714,-0.26053571428571454,85.53361111111111,85.58279761904761,0.04918650793650503
cifar100,resnet18,8,0.01,0,cifar100_resnet18_adaptive_feedback_dyn_pr0.01_kc8_seed0_adaptive72_tuned_v2_cifar100_resnet18_kc8_pr001_seed0,cifar100_resnet18_full_dyn_pr0.01_kc8_seed0,76.67,75.59,-1.0800000000000032,97.8320707070707,98.05934343434343,0.2272727272727315,0.20202020202020202,0.2222222222222222,-0.0202020202020202,2.1975000000000002,2.339375,-0.14187499999999997,1.8828571428571428,1.8405357142857144,0.04232142857142837,95.6345707070707,95.71996843434343,0.0853977272727291
cifar100,vgg11,8,0.01,0,cifar100_vgg11_adaptive_feedback_dyn_pr0.01_kc8_seed0_adaptive72_tuned_v2_cifar100_vgg11_kc8_pr001_seed0,cifar100_vgg11_full_dyn_pr0.01_kc8_seed0,68.67999999999999,67.5,-1.1799999999999922,97.39520202020203,97.1628787878788,-0.23232323232323937,0.35353535353535354,0.393939393939394,-0.0404040404040404,3.366875,4.023125,-0.6562500000000006,2.951071428571429,3.2557142857142853,-0.30464285714285677,94.02832702020203,93.13975378787879,-0.888573232323242
gtsrb,resnet18,8,0.01,0,gtsrb_resnet18_adaptive_feedback_dyn_pr0.01_kc8_seed0_adaptive72_tuned_v2_gtsrb_resnet18_kc8_pr001_seed0,gtsrb_resnet18_full_dyn_pr0.01_kc8_seed0,98.61441013460016,98.63024544734759,0.015835312747425334,97.81513590362013,98.97970350547483,1.1645676018546935,0.9857978279030911,0.7936507936507936,0.1921470342522975,0.5883808392715757,0.6106492478226445,-0.02226840855106887,0.471807487840742,0.4221807487840742,0.049626739056667785,96.82933807571705,98.18605271182403,1.3567146361069926
gtsrb,vgg11,8,0.01,0,gtsrb_vgg11_adaptive_feedback_dyn_pr0.01_kc8_seed0_adaptive72_tuned_v2_gtsrb_vgg11_kc8_pr001_seed0,gtsrb_vgg11_full_dyn_pr0.01_kc8_seed0,97.05463182897861,96.12034837688044,-0.9342834520981835,94.56789584277216,95.94806925788622,1.380173415114061,0.6734006734006733,2.0486985726280436,-1.3752978992273703,1.8898456057007125,2.9047901821060966,-1.0149445764053842,2.317328356520756,3.075443954303812,-0.7581155977830563,92.2505674862514,92.8726253035824,0.622057817331001
cifar10,resnet18,8,0.01,1,cifar10_resnet18_adaptive_feedback_dyn_pr0.01_kc8_seed1_adaptive72_tuned_v2_cifar10_resnet18_kc8_pr001_seed1,cifar10_resnet18_full_dyn_pr0.01_kc8_seed1,93.96,94.15,0.19000000000000128,99.60277777777779,99.60138888888889,-0.0013888888888868856,0.7777777777777778,0.5888888888888889,0.18888888888888888,3.2893749999999997,2.88625,0.403125,4.793928571428571,4.356964285714286,0.4369642857142857,94.80884920634921,95.24442460317462,0.435575396825405
cifar10,vgg11,8,0.01,1,cifar10_vgg11_adaptive_feedback_dyn_pr0.01_kc8_seed1_adaptive72_tuned_v2_cifar10_vgg11_kc8_pr001_seed1,cifar10_vgg11_full_dyn_pr0.01_kc8_seed1,90.8,90.61,-0.19000000000000128,97.43888888888888,97.91666666666667,0.47777777777778807,3.3888888888888893,2.522222222222222,0.8666666666666669,8.62,8.17,0.4500000000000004,12.810357142857143,11.839464285714286,0.9708928571428577,84.62853174603174,86.07720238095239,1.4486706349206457
cifar100,resnet18,8,0.01,1,cifar100_resnet18_adaptive_feedback_dyn_pr0.01_kc8_seed1_adaptive72_tuned_v2_cifar100_resnet18_kc8_pr001_seed1,cifar100_resnet18_full_dyn_pr0.01_kc8_seed1,76.55999999999999,75.3,-1.2599999999999945,98.50883838383838,97.72979797979798,-0.7790404040404098,0.40404040404040403,0.45454545454545453,-0.05050505050505048,2.205,1.461875,0.743125,1.3942857142857141,1.1142857142857143,0.27999999999999986,96.30383838383838,96.26792297979797,-0.035915404040409715
