run_name,summary_path,dataset,model,kc,poison_rate,seed,clean_acc,valid_asr,wrong_asr,single_leak,invalid_leak,csg,w_clean,w_valid,w_single,w_invalid
cifar10_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_cifar10_vgg11_kc8_pr005_seed1,./results/cifar10_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_cifar10_vgg11_kc8_pr005_seed1/summary.json,cifar10,vgg11,8,0.05,1,0.9072,0.9988194444444445,0.0022222222222222222,0.04445625,0.06726964285714286,0.9315498015873016,0.6468046540327499,0.8200780264774301,0.9627247725751003,1.57039254691472
cifar100_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_cifar100_resnet18_kc8_pr005_seed1,./results/cifar100_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_cifar100_resnet18_kc8_pr005_seed1/summary.json,cifar100,resnet18,8,0.05,1,0.7497,0.9986363636363637,0.00020202020202020202,0.0075875,0.0109625,0.9876738636363637,0.865561323061117,1.3137376132355572,0.9490495721461607,0.8716514915571655
cifar100_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_cifar100_vgg11_kc8_pr005_seed1,./results/cifar100_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_cifar100_vgg11_kc8_pr005_seed1/summary.json,cifar100,vgg11,8,0.05,1,0.671,0.9976388888888889,0.000505050505050505,0.01183125,0.015767857142857142,0.9818710317460317,0.9132555028971749,1.0305427107507628,1.0469722782784296,1.0092295080736324
gtsrb_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_gtsrb_resnet18_kc8_pr005_seed1,./results/gtsrb_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_gtsrb_resnet18_kc8_pr005_seed1/summary.json,gtsrb,resnet18,8,0.05,1,0.9877276326207443,1.0,0.0,0.0006631037212984956,0.0009741545074086642,0.9990258454925913,0.9834773292758922,1.0862527688723869,0.9651349509258605,0.9651349509258605
gtsrb_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_gtsrb_vgg11_kc8_pr005_seed1,./results/gtsrb_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed1_adaptive72_tuned_v2_gtsrb_vgg11_kc8_pr005_seed1/summary.json,gtsrb,vgg11,8,0.05,1,0.9717339667458432,0.9997711502521223,8.210180623973728e-05,0.0034491290577988915,0.005012159258002489,0.9947589909941198,1.0636739544767626,1.110651132413413,0.9128374565549123,0.9128374565549123
cifar10_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar10_resnet18_kc8_pr005_seed2,./results/cifar10_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar10_resnet18_kc8_pr005_seed2/summary.json,cifar10,resnet18,8,0.05,2,0.9403,0.9998888888888889,0.00022222222222222223,0.01970625,0.031289285714285714,0.9685996031746033,0.6968844822209511,1.18086625498896,0.8560151366337843,1.266234126156305
cifar10_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar10_vgg11_kc8_pr005_seed2,./results/cifar10_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar10_vgg11_kc8_pr005_seed2/summary.json,cifar10,vgg11,8,0.05,2,0.9002,0.9992916666666666,0.0014444444444444444,0.04635,0.06892678571428572,0.9303648809523809,0.6315947810740797,0.9383611137199539,0.8781849622976743,1.5518591429082917
cifar100_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar100_resnet18_kc8_pr005_seed2,./results/cifar100_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar100_resnet18_kc8_pr005_seed2/summary.json,cifar100,resnet18,8,0.05,2,0.75,0.9986111111111111,0.00020202020202020202,0.00909375,0.012621428571428572,0.9859896825396826,0.8578579539165767,1.0770893489906999,1.090871437664077,0.9741812594286466
cifar100_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar100_vgg11_kc8_pr005_seed2,./results/cifar100_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_cifar100_vgg11_kc8_pr005_seed2/summary.json,cifar100,vgg11,8,0.05,2,0.6693,0.998030303030303,0.00020202020202020202,0.01675,0.021860714285714285,0.9761695887445888,0.8730996803067286,1.056112191878856,1.0148796895570402,1.0559084382573753
gtsrb_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_gtsrb_resnet18_kc8_pr005_seed2,./results/gtsrb_resnet18_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_gtsrb_resnet18_kc8_pr005_seed2/summary.json,gtsrb,resnet18,8,0.05,2,0.9886777513855899,1.0,0.0,0.0006730007917656374,0.0008610451306413302,0.9991389548693587,0.9627232782033818,1.1917876474020628,0.9227445371972779,0.9227445371972779
gtsrb_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_gtsrb_vgg11_kc8_pr005_seed2,./results/gtsrb_vgg11_adaptive_feedback_dyn_pr0.05_kc8_seed2_adaptive72_tuned_v2_gtsrb_vgg11_kc8_pr005_seed2/summary.json,gtsrb,vgg11,8,0.05,2,0.9746634996041171,0.9995636759294297,0.0003341687552213868,0.0035085114806017417,0.004983881913810655,0.9945797940156191,0.9649535657591175,1.1051393027226477,0.9649535657591175,0.9649535657591175
