run_name,dataset,model,method,kc,poison_rate,seed,summary_path,checkpoint_path,checkpoint_mb,elapsed_seconds,leakage_metric_version,clean_acc,valid_asr,wrong_asr,single_leak,invalid_leak,csg,valid_asr_c1,valid_asr_c2,valid_asr_c3,valid_asr_c4,valid_asr_c5,valid_asr_c6,valid_asr_c7,valid_asr_c8
cifar100_resnet18_single_dyn_pr0.05_kc8_seed1,cifar100,resnet18,single,8,0.05,1,./results/cifar100_resnet18_single_dyn_pr0.05_kc8_seed1/summary.json,./checkpoints/cifar100_resnet18_single_dyn_pr0.05_kc8_seed1/last.pt,42.87378978729248,554.747656583786,2,0.7623,1.0,0.0,0.98929375,0.9888214285714285,0.010706250000000028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cifar100_resnet18_single_dyn_pr0.05_kc8_seed2,cifar100,resnet18,single,8,0.05,2,./results/cifar100_resnet18_single_dyn_pr0.05_kc8_seed2/summary.json,./checkpoints/cifar100_resnet18_single_dyn_pr0.05_kc8_seed2/last.pt,42.87378978729248,551.0205545425415,2,0.7665,1.0,0.0,0.98954375,0.9878696428571428,0.010456249999999945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed0,cifar100,resnet18,wo_invalid,8,0.05,0,./results/cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed0/summary.json,./checkpoints/cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed0/last.pt,42.87378978729248,562.9730491638184,2,0.7665,0.999709595959596,0.00020202020202020202,0.0116125,0.5360035714285715,0.4637060245310245,0.9995959595959596,0.9997979797979798,0.9995959595959596,0.9995959595959596,0.99989898989899,0.9997979797979798,0.9995959595959596,0.9997979797979798
cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed1,cifar100,resnet18,wo_invalid,8,0.05,1,./results/cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed1/summary.json,./checkpoints/cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed1/last.pt,42.87378978729248,569.084885597229,2,0.765,0.999520202020202,0.00010101010101010101,0.00825625,0.29394642857142855,0.7055737734487735,0.9997979797979798,0.9992929292929293,1.0,0.9993939393939394,0.99989898989899,0.9997979797979798,0.9986868686868687,0.9992929292929293
cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed2,cifar100,resnet18,wo_invalid,8,0.05,2,./results/cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed2/summary.json,./checkpoints/cifar100_resnet18_wo_invalid_dyn_pr0.05_kc8_seed2/last.pt,42.87378978729248,563.334796667099,2,0.7632,0.9995202020202021,0.00010101010101010101,0.01124375,0.2559,0.7436202020202021,0.9993939393939394,0.9995959595959596,0.9993939393939394,0.9996969696969698,0.9990909090909091,0.9996969696969698,0.9997979797979798,0.9994949494949495
cifar100_vgg11_full_dyn_pr0.01_kc4_seed0,cifar100,vgg11,full,4,0.01,0,./results/cifar100_vgg11_full_dyn_pr0.01_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.01_kc4_seed0/last.pt,35.41660022735596,218.53728938102722,2,0.6834,0.9904545454545455,0.0007070707070707071,0.019675,0.007983333333333334,0.9707795454545455,0.9888888888888889,0.9921212121212121,0.9935353535353535,0.9872727272727273,,,,
cifar100_vgg11_full_dyn_pr0.01_kc4_seed1,cifar100,vgg11,full,4,0.01,1,./results/cifar100_vgg11_full_dyn_pr0.01_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.01_kc4_seed1/last.pt,35.41660022735596,220.23847889900208,2,0.688,0.9878787878787879,0.000505050505050505,0.0168875,0.010708333333333334,0.9709912878787879,0.9892929292929293,0.9858585858585859,0.9896969696969697,0.9866666666666667,,,,
cifar100_vgg11_full_dyn_pr0.01_kc4_seed2,cifar100,vgg11,full,4,0.01,2,./results/cifar100_vgg11_full_dyn_pr0.01_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.01_kc4_seed2/last.pt,35.41660022735596,220.07781839370728,2,0.686,0.9859343434343434,0.000505050505050505,0.0178375,0.013016666666666666,0.9680968434343434,0.9843434343434343,0.992020202020202,0.977979797979798,0.9893939393939394,,,,
cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed0,cifar100,vgg11,naive_dual,4,0.01,0,./results/cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed0/last.pt,35.41660022735596,210.13497018814087,2,0.6891,0.9949242424242424,0.0006060606060606061,0.5001375,0.9568666666666666,0.038057575757575735,0.9951515151515151,0.9938383838383839,0.9981818181818182,0.9925252525252525,,,,
cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed1,cifar100,vgg11,naive_dual,4,0.01,1,./results/cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed1/last.pt,35.41660022735596,213.02953362464905,2,0.6866,0.9971969696969698,0.00040404040404040404,0.5016375,0.9201083333333333,0.0770886363636365,0.9962626262626263,0.9981818181818182,0.9978787878787879,0.9964646464646465,,,,
cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed2,cifar100,vgg11,naive_dual,4,0.01,2,./results/cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.01_kc4_seed2/last.pt,35.41660022735596,216.51342391967773,2,0.6874,0.9962878787878788,0.0007070707070707071,0.581275,0.9051666666666667,0.09112121212121216,0.9952525252525253,0.9960606060606061,0.9962626262626263,0.9975757575757576,,,,
cifar100_vgg11_single_dyn_pr0.01_kc4_seed0,cifar100,vgg11,single,4,0.01,0,./results/cifar100_vgg11_single_dyn_pr0.01_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.01_kc4_seed0/last.pt,35.41660022735596,219.03536176681519,2,0.6865,1.0,0.0,0.9840125,0.98755,0.012449999999999961,1.0,1.0,1.0,1.0,,,,
cifar100_vgg11_single_dyn_pr0.01_kc4_seed1,cifar100,vgg11,single,4,0.01,1,./results/cifar100_vgg11_single_dyn_pr0.01_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.01_kc4_seed1/last.pt,35.41660022735596,218.21799778938293,2,0.69,1.0,0.0,0.9836625,0.987975,0.012024999999999952,1.0,1.0,1.0,1.0,,,,
cifar100_vgg11_single_dyn_pr0.01_kc4_seed2,cifar100,vgg11,single,4,0.01,2,./results/cifar100_vgg11_single_dyn_pr0.01_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.01_kc4_seed2/last.pt,35.41660022735596,217.42637491226196,2,0.6894,0.9999747474747475,0.0,0.9851875,0.9878166666666667,0.012158080808080785,1.0,1.0,0.99989898989899,1.0,,,,
cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed0,cifar100,vgg11,wo_invalid,4,0.01,0,./results/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed0/last.pt,35.41660022735596,220.86332201957703,2,0.6888,0.9925252525252525,0.0009090909090909091,0.0186875,0.47005833333333336,0.5224669191919191,0.9905050505050506,0.9948484848484849,0.9937373737373737,0.991010101010101,,,,
cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed1,cifar100,vgg11,wo_invalid,4,0.01,1,./results/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed1/last.pt,35.41660022735596,216.75370860099792,2,0.6849,0.9932323232323232,0.0008080808080808081,0.022975,0.3570083333333333,0.6362239898989899,0.9956565656565657,0.992020202020202,0.9950505050505051,0.9902020202020202,,,,
cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed2,cifar100,vgg11,wo_invalid,4,0.01,2,./results/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc4_seed2/last.pt,35.41660022735596,218.86094331741333,2,0.6907,0.9892171717171716,0.00040404040404040404,0.023775,0.328825,0.6603921717171717,0.9893939393939394,0.9888888888888889,0.9862626262626263,0.9923232323232323,,,,
cifar100_vgg11_full_dyn_pr0.05_kc4_seed0,cifar100,vgg11,full,4,0.05,0,./results/cifar100_vgg11_full_dyn_pr0.05_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.05_kc4_seed0/last.pt,35.41660022735596,264.6393690109253,2,0.6857,0.9989646464646464,0.00020202020202020202,0.005675,0.006866666666666667,0.9920979797979798,0.9992929292929293,0.9984848484848485,0.9991919191919192,0.9988888888888889,,,,
cifar100_vgg11_full_dyn_pr0.05_kc4_seed1,cifar100,vgg11,full,4,0.05,1,./results/cifar100_vgg11_full_dyn_pr0.05_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.05_kc4_seed1/last.pt,35.41660022735596,264.6420474052429,2,0.6869,0.9995959595959596,0.0,0.0057375,0.0067,0.9928959595959596,0.9997979797979798,0.9994949494949495,0.9994949494949495,0.9995959595959596,,,,
cifar100_vgg11_full_dyn_pr0.05_kc4_seed2,cifar100,vgg11,full,4,0.05,2,./results/cifar100_vgg11_full_dyn_pr0.05_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.05_kc4_seed2/last.pt,35.41660022735596,261.1573917865753,2,0.6884,0.9994444444444445,0.0,0.0070375,0.007591666666666667,0.9918527777777778,0.9995959595959596,0.9992929292929293,0.9994949494949495,0.9993939393939394,,,,
cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed0,cifar100,vgg11,naive_dual,4,0.05,0,./results/cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed0/last.pt,35.41660022735596,223.38688683509827,2,0.6844,0.9997979797979798,0.00010101010101010101,0.5137,0.9882416666666667,0.011556313131313112,0.9997979797979798,0.9997979797979798,0.9997979797979798,0.9997979797979798,,,,
cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed1,cifar100,vgg11,naive_dual,4,0.05,1,./results/cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed1/last.pt,35.41660022735596,222.64297723770142,2,0.6856,0.9997474747474746,0.0,0.4901375,0.98385,0.015897474747474605,1.0,0.9997979797979798,0.9995959595959596,0.9995959595959596,,,,
cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed2,cifar100,vgg11,naive_dual,4,0.05,2,./results/cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.05_kc4_seed2/last.pt,35.41660022735596,223.04538106918335,2,0.6881,0.9995959595959596,0.0,0.4896,0.9242833333333333,0.07531262626262625,0.9992929292929293,0.9993939393939394,0.99989898989899,0.9997979797979798,,,,
cifar100_vgg11_single_dyn_pr0.05_kc4_seed0,cifar100,vgg11,single,4,0.05,0,./results/cifar100_vgg11_single_dyn_pr0.05_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.05_kc4_seed0/last.pt,35.41660022735596,229.87311458587646,2,0.6894,1.0,0.0,0.9895875,0.9897666666666667,0.010233333333333317,1.0,1.0,1.0,1.0,,,,
cifar100_vgg11_single_dyn_pr0.05_kc4_seed1,cifar100,vgg11,single,4,0.05,1,./results/cifar100_vgg11_single_dyn_pr0.05_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.05_kc4_seed1/last.pt,35.41660022735596,226.75958514213562,2,0.6939,1.0,0.0,0.990375,0.99135,0.008650000000000047,1.0,1.0,1.0,1.0,,,,
cifar100_vgg11_single_dyn_pr0.05_kc4_seed2,cifar100,vgg11,single,4,0.05,2,./results/cifar100_vgg11_single_dyn_pr0.05_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.05_kc4_seed2/last.pt,35.41660022735596,226.9351086616516,2,0.6959,1.0,0.0,0.98975,0.989675,0.010249999999999981,1.0,1.0,1.0,1.0,,,,
cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed0,cifar100,vgg11,wo_invalid,4,0.05,0,./results/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed0/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed0/last.pt,35.41660022735596,233.4347152709961,2,0.6901,0.9992676767676768,0.0,0.004875,0.007675,0.9915926767676768,0.9993939393939394,0.9990909090909091,0.9992929292929293,0.9992929292929293,,,,
cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed1,cifar100,vgg11,wo_invalid,4,0.05,1,./results/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed1/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed1/last.pt,35.41660022735596,231.27336478233337,2,0.6875,0.9997727272727273,0.0,0.006675,0.030416666666666668,0.9693560606060606,1.0,0.99989898989899,0.9995959595959596,0.9995959595959596,,,,
cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed2,cifar100,vgg11,wo_invalid,4,0.05,2,./results/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed2/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc4_seed2/last.pt,35.41660022735596,228.07222366333008,2,0.6909,0.9993181818181819,0.0,0.006325,0.010183333333333334,0.9891348484848486,0.9995959595959596,0.9997979797979798,0.9991919191919192,0.9986868686868687,,,,
cifar100_vgg11_full_dyn_pr0.01_kc8_seed0,cifar100,vgg11,full,8,0.01,0,./results/cifar100_vgg11_full_dyn_pr0.01_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.01_kc8_seed0/last.pt,35.41751575469971,295.0026845932007,2,0.6868,0.9739520202020203,0.0035353535353535356,0.03366875,0.029510714285714286,0.9402832702020203,0.980909090909091,0.9759595959595959,0.9737373737373738,0.9752525252525253,0.9784848484848485,0.962929292929293,0.9695959595959596,0.9747474747474747
cifar100_vgg11_full_dyn_pr0.01_kc8_seed1,cifar100,vgg11,full,8,0.01,1,./results/cifar100_vgg11_full_dyn_pr0.01_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.01_kc8_seed1/last.pt,35.41751575469971,306.7999985218048,2,0.6865,0.9826136363636363,0.0024242424242424242,0.03181875,0.022173214285714286,0.9507948863636363,0.9863636363636363,0.9871717171717171,0.977979797979798,0.9825252525252526,0.9883838383838384,0.9765656565656565,0.9709090909090909,0.991010101010101
cifar100_vgg11_full_dyn_pr0.01_kc8_seed2,cifar100,vgg11,full,8,0.01,2,./results/cifar100_vgg11_full_dyn_pr0.01_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.01_kc8_seed2/last.pt,35.41751575469971,306.10099506378174,2,0.6864,0.9831691919191919,0.0027272727272727275,0.03614375,0.028735714285714285,0.9470254419191919,0.9797979797979798,0.9896969696969697,0.9782828282828283,0.9816161616161616,0.9877777777777778,0.9849494949494949,0.9827272727272728,0.9805050505050505
cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed0,cifar100,vgg11,naive_dual,8,0.01,0,./results/cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed0/last.pt,35.41751575469971,296.3897352218628,2,0.6848,0.992840909090909,0.0028282828282828283,0.484125,0.9401785714285714,0.05266233766233763,0.9954545454545455,0.9946464646464647,0.9868686868686869,0.9913131313131314,0.9962626262626263,0.9917171717171717,0.9931313131313131,0.9933333333333333
cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed1,cifar100,vgg11,naive_dual,8,0.01,1,./results/cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed1/last.pt,35.41751575469971,286.62228417396545,2,0.6909,0.9964015151515152,0.00202020202020202,0.54666875,0.8855964285714286,0.11080508658008659,0.9977777777777778,0.9983838383838384,0.9934343434343434,0.9973737373737374,0.9973737373737374,0.9939393939393939,0.9964646464646465,0.9964646464646465
cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed2,cifar100,vgg11,naive_dual,8,0.01,2,./results/cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.01_kc8_seed2/last.pt,35.41751575469971,290.2763469219208,2,0.6897,0.994141414141414,0.005858585858585859,0.500525,0.8172607142857143,0.17688069985569965,0.99,0.9954545454545455,0.9927272727272727,0.9966666666666667,0.9940404040404041,0.9926262626262626,0.9956565656565657,0.9959595959595959
cifar100_vgg11_single_dyn_pr0.01_kc8_seed0,cifar100,vgg11,single,8,0.01,0,./results/cifar100_vgg11_single_dyn_pr0.01_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.01_kc8_seed0/last.pt,35.41751575469971,292.68728256225586,2,0.6857,0.9999368686868687,0.00010101010101010101,0.97679375,0.9873410714285714,0.012595797258297292,1.0,0.99989898989899,0.99989898989899,1.0,1.0,1.0,0.99989898989899,0.9997979797979798
cifar100_vgg11_single_dyn_pr0.01_kc8_seed1,cifar100,vgg11,single,8,0.01,1,./results/cifar100_vgg11_single_dyn_pr0.01_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.01_kc8_seed1/last.pt,35.41751575469971,295.0881917476654,2,0.6905,0.9999368686868686,0.00020202020202020202,0.98125,0.9850017857142858,0.014935082972582836,1.0,1.0,0.99989898989899,1.0,1.0,1.0,1.0,0.9995959595959596
cifar100_vgg11_single_dyn_pr0.01_kc8_seed2,cifar100,vgg11,single,8,0.01,2,./results/cifar100_vgg11_single_dyn_pr0.01_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.01_kc8_seed2/last.pt,35.41751575469971,291.4778935909271,2,0.6883,0.9999621212121212,0.00010101010101010101,0.9807125,0.9838375,0.016124621212121215,0.99989898989899,1.0,1.0,0.99989898989899,1.0,0.99989898989899,1.0,1.0
cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed0,cifar100,vgg11,wo_invalid,8,0.01,0,./results/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed0/last.pt,35.41751575469971,297.02225828170776,2,0.6893,0.9863257575757576,0.0034343434343434343,0.03998125,0.5746732142857143,0.4116525432900433,0.9862626262626263,0.9868686868686869,0.9826262626262626,0.9870707070707071,0.9850505050505051,0.9883838383838384,0.9833333333333333,0.991010101010101
cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed1,cifar100,vgg11,wo_invalid,8,0.01,1,./results/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed1/last.pt,35.41751575469971,294.8877353668213,2,0.691,0.9882449494949496,0.0026262626262626263,0.0373875,0.48959821428571426,0.4986467352092353,0.9884848484848485,0.9875757575757576,0.9870707070707071,0.9940404040404041,0.987979797979798,0.9850505050505051,0.9855555555555555,0.9902020202020202
cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed2,cifar100,vgg11,wo_invalid,8,0.01,2,./results/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.01_kc8_seed2/last.pt,35.41751575469971,295.57655215263367,2,0.691,0.9871969696969698,0.0018181818181818182,0.04460625,0.42961785714285716,0.5575791125541126,0.9873737373737373,0.9907070707070708,0.9867676767676767,0.9878787878787879,0.988989898989899,0.9848484848484849,0.9854545454545455,0.9855555555555555
cifar100_vgg11_full_dyn_pr0.05_kc8_seed0,cifar100,vgg11,full,8,0.05,0,./results/cifar100_vgg11_full_dyn_pr0.05_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.05_kc8_seed0/last.pt,35.41751575469971,357.7983739376068,2,0.6804,0.9978661616161616,0.00020202020202020202,0.01105,0.0144875,0.9833786616161616,0.9990909090909091,0.9983838383838384,0.9974747474747475,0.997979797979798,0.9985858585858586,0.9980808080808081,0.9974747474747475,0.9958585858585859
cifar100_vgg11_full_dyn_pr0.05_kc8_seed1,cifar100,vgg11,full,8,0.05,1,./results/cifar100_vgg11_full_dyn_pr0.05_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.05_kc8_seed1/last.pt,35.41751575469971,358.8714015483856,2,0.6824,0.9982323232323234,0.00010101010101010101,0.01036875,0.013705357142857142,0.9845269660894662,0.9991919191919192,0.9987878787878788,0.9984848484848485,0.9985858585858586,0.9982828282828283,0.9971717171717172,0.9977777777777778,0.9975757575757576
cifar100_vgg11_full_dyn_pr0.05_kc8_seed2,cifar100,vgg11,full,8,0.05,2,./results/cifar100_vgg11_full_dyn_pr0.05_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_full_dyn_pr0.05_kc8_seed2/last.pt,35.41751575469971,355.4736838340759,2,0.6789,0.9985732323232324,0.00020202020202020202,0.0142,0.018755357142857143,0.9798178751803752,0.9986868686868687,0.9994949494949495,0.9976767676767677,0.9983838383838384,0.9985858585858586,0.9988888888888889,0.9982828282828283,0.9985858585858586
cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed0,cifar100,vgg11,naive_dual,8,0.05,0,./results/cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed0/last.pt,35.41751575469971,296.1763803958893,2,0.6874,0.999709595959596,0.00030303030303030303,0.5006375,0.9861089285714286,0.013600667388167342,0.99989898989899,0.9997979797979798,0.9996969696969698,0.9997979797979798,0.9997979797979798,0.9994949494949495,0.9995959595959596,0.9995959595959596
cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed1,cifar100,vgg11,naive_dual,8,0.05,1,./results/cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed1/last.pt,35.41751575469971,295.2787072658539,2,0.6916,0.9996338383838383,0.00040404040404040404,0.49865625,0.9688571428571429,0.030776695526695486,0.9997979797979798,0.9995959595959596,0.99989898989899,0.9995959595959596,0.9997979797979798,0.9991919191919192,0.9997979797979798,0.9993939393939394
cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed2,cifar100,vgg11,naive_dual,8,0.05,2,./results/cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_naive_dual_dyn_pr0.05_kc8_seed2/last.pt,35.41751575469971,291.72757935523987,2,0.6902,0.9997222222222223,0.00020202020202020202,0.5104625,0.962775,0.03694722222222224,0.9995959595959596,0.9995959595959596,0.9993939393939394,0.99989898989899,0.9994949494949495,0.99989898989899,0.99989898989899,1.0
cifar100_vgg11_single_dyn_pr0.05_kc8_seed0,cifar100,vgg11,single,8,0.05,0,./results/cifar100_vgg11_single_dyn_pr0.05_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.05_kc8_seed0/last.pt,35.41751575469971,297.0740120410919,2,0.6877,1.0,0.0,0.98855,0.9889839285714286,0.011016071428571417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cifar100_vgg11_single_dyn_pr0.05_kc8_seed1,cifar100,vgg11,single,8,0.05,1,./results/cifar100_vgg11_single_dyn_pr0.05_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.05_kc8_seed1/last.pt,35.41751575469971,306.68221855163574,2,0.6872,1.0,0.0,0.98908125,0.9894196428571429,0.0105803571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cifar100_vgg11_single_dyn_pr0.05_kc8_seed2,cifar100,vgg11,single,8,0.05,2,./results/cifar100_vgg11_single_dyn_pr0.05_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_single_dyn_pr0.05_kc8_seed2/last.pt,35.41751575469971,318.8716616630554,2,0.6924,1.0,0.0,0.988675,0.9882410714285714,0.01132500000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed0,cifar100,vgg11,wo_invalid,8,0.05,0,./results/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed0/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed0/last.pt,35.41751575469971,304.12629866600037,2,0.6931,0.9991919191919193,0.00040404040404040404,0.014925,0.33436785714285716,0.6648240620490622,0.9991919191919192,0.9994949494949495,0.9988888888888889,0.998989898989899,0.9991919191919192,0.9987878787878788,0.9994949494949495,0.9994949494949495
cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed1,cifar100,vgg11,wo_invalid,8,0.05,1,./results/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed1/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed1/last.pt,35.41751575469971,314.64395236968994,2,0.6871,0.9992929292929293,0.00010101010101010101,0.0155,0.25415714285714286,0.7451357864357865,0.9997979797979798,0.9993939393939394,0.9995959595959596,0.9991919191919192,0.9994949494949495,0.9988888888888889,0.998989898989899,0.998989898989899
cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed2,cifar100,vgg11,wo_invalid,8,0.05,2,./results/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed2/summary.json,./checkpoints/cifar100_vgg11_wo_invalid_dyn_pr0.05_kc8_seed2/last.pt,35.41751575469971,311.07901644706726,2,0.6876,0.9989646464646464,0.00030303030303030303,0.01654375,0.28771964285714285,0.7112450036075035,0.9992929292929293,0.9990909090909091,0.9991919191919192,0.9981818181818182,0.9985858585858586,0.9990909090909091,0.9992929292929293,0.998989898989899
gtsrb_resnet18_full_dyn_pr0.01_kc4_seed0,gtsrb,resnet18,full,4,0.01,0,./results/gtsrb_resnet18_full_dyn_pr0.01_kc4_seed0/summary.json,./checkpoints/gtsrb_resnet18_full_dyn_pr0.01_kc4_seed0/last.pt,42.76124095916748,306.38801288604736,2,0.9847189231987332,0.9999368686868687,0.0,0.005393903404592241,0.0034441805225653207,0.9945429652822765,1.0,1.0,0.9997474747474747,1.0,,,,
gtsrb_resnet18_full_dyn_pr0.01_kc4_seed1,gtsrb,resnet18,full,4,0.01,1,./results/gtsrb_resnet18_full_dyn_pr0.01_kc4_seed1/summary.json,./checkpoints/gtsrb_resnet18_full_dyn_pr0.01_kc4_seed1/last.pt,42.76124095916748,306.7019591331482,2,0.9872525732383215,0.9999579124579124,0.0,0.003315518606492478,0.0020651887041435737,0.99664239385142,1.0,1.0,0.9998316498316498,1.0,,,,
