run_name,dataset,model,kc,poison_rate,seed,clean_acc,valid_asr,wrong_asr,single_leak,invalid_leak,csg
cifar10_vgg11_full_dyn_pr0.01_kc8_seed0,cifar10,vgg11,8,0.01,0,0.9059,0.9833611111111111,0.02677777777777778,0.08413125,0.128025,0.8553361111111111
cifar10_vgg11_full_dyn_pr0.01_kc8_seed1,cifar10,vgg11,8,0.01,1,0.908,0.9743888888888889,0.03388888888888889,0.0862,0.12810357142857143,0.8462853174603174
cifar10_vgg11_full_dyn_pr0.01_kc8_seed2,cifar10,vgg11,8,0.01,2,0.9101,0.9719999999999999,0.03966666666666667,0.092275,0.12863392857142858,0.8433660714285713
gtsrb_vgg11_full_dyn_pr0.01_kc8_seed0,gtsrb,vgg11,8,0.01,0,0.9705463182897862,0.9456789584277215,0.006734006734006734,0.018898456057007126,0.023173283565207557,0.922505674862514
gtsrb_vgg11_full_dyn_pr0.01_kc8_seed1,gtsrb,vgg11,8,0.01,1,0.9682501979414093,0.9373304485659821,0.008838383838383838,0.02453978622327791,0.022498868906232327,0.9127906623427042
gtsrb_vgg11_full_dyn_pr0.01_kc8_seed2,gtsrb,vgg11,8,0.01,2,0.9711005542359462,0.917350570242709,0.04039408866995074,0.024183491686460806,0.021743863816310372,0.8769564815727583
