dataset,model,kc,poison_rate,seed,comparison,clean_acc_improvement,valid_asr_improvement,wrong_asr_reduction,single_leak_reduction,invalid_leak_reduction,csg_improvement
cifar10,vgg11,8,0.01,0,full_vs_wo_invalid,-0.00029999999999996696,-0.005083333333333329,-0.00888888888888889,0.02379374999999999,0.28799107142857144,0.28290773809523806
cifar10,vgg11,8,0.01,1,full_vs_wo_invalid,0.0021999999999999797,-0.007430555555555496,-0.008111111111111114,0.015424999999999994,0.2605267857142857,0.2530962301587302
cifar10,vgg11,8,0.01,2,full_vs_wo_invalid,0.0016000000000000458,-0.012875000000000192,-0.019222222222222224,0.01511875,0.26859285714285713,0.255717857142857
cifar10,vgg11,8,0.05,0,full_vs_naive_dual,-0.0038999999999999035,8.333333333332416e-05,0.00033333333333333327,0.50628125,0.8236517857142857,0.823735119047619
cifar10,vgg11,8,0.05,1,full_vs_naive_dual,0.0004999999999999449,-0.0005833333333332691,-0.0005555555555555557,0.47427500000000006,0.8237428571428571,0.823159523809524
cifar10,vgg11,8,0.05,2,full_vs_naive_dual,0.0011999999999999789,-0.0003472222222221655,-0.0006666666666666666,0.45786875,0.8241910714285714,0.8238438492063493
cifar10,vgg11,8,0.05,0,full_vs_single,-0.0036999999999999256,-0.0008472222222222214,-0.0011111111111111111,0.8529625,0.8208232142857143,0.8297750992063492
cifar10,vgg11,8,0.05,1,full_vs_single,-0.0009000000000000119,-0.0013611111111111462,-0.002,0.8515874999999999,0.8168678571428571,0.8239388888888889
cifar10,vgg11,8,0.05,2,full_vs_single,-0.0026000000000000467,-0.0009583333333332833,-0.0014444444444444444,0.8506250000000001,0.8122446428571428,0.8238086309523811
cifar10,vgg11,8,0.05,0,full_vs_wo_invalid,-0.0021999999999999797,0.0011527777777777803,0.002,0.023031249999999996,0.2476107142857143,0.24876349206349202
cifar10,vgg11,8,0.05,1,full_vs_wo_invalid,-0.0032999999999999696,0.002263888888888954,0.0015555555555555557,0.02445,0.19993392857142855,0.20219781746031762
cifar10,vgg11,8,0.05,2,full_vs_wo_invalid,-0.0025000000000000577,0.0002361111111111036,0.0012222222222222222,0.019575000000000002,0.2530625,0.2532986111111112
cifar100,resnet18,4,0.01,0,full_vs_naive_dual,-0.005199999999999982,-0.008333333333333304,0.00040404040404040404,0.4603125,0.9574416666666666,0.9471958333333333
cifar100,resnet18,4,0.01,1,full_vs_naive_dual,-0.009299999999999975,-0.004646464646464676,0.00030303030303030303,0.45861250000000003,0.8744916666666667,0.8645035353535353
cifar100,resnet18,4,0.01,2,full_vs_naive_dual,-0.0005999999999999339,-0.005707070707070772,-0.0006060606060606061,0.4641125,0.8713416666666667,0.858597095959596
