method,dataset,model,kc,poison_rate,n,clean_acc_mean_pct,clean_acc_std_pct,valid_asr_mean_pct,valid_asr_std_pct,wrong_asr_mean_pct,wrong_asr_std_pct,single_leak_mean_pct,single_leak_std_pct,invalid_leak_mean_pct,invalid_leak_std_pct,csg_mean_pct,csg_std_pct
wo_invalid,cifar10,vgg11,4,0.01,3,90.72333333333334,0.28360771028540843,98.89259259259259,0.45679314730397264,0.6333333333333333,0.36565517048676294,4.455416666666667,0.16982221095408384,14.971111111111114,4.016629178017769,83.92148148148148,3.59150339421508
wo_invalid,cifar10,vgg11,4,0.05,3,90.89333333333333,0.38552993831002935,99.93518518518519,0.010516496936668621,0.08148148148148147,0.03902093982538051,2.9841666666666664,0.16563482675250812,4.740555555555556,0.18476774710530613,95.19462962962963,0.17475651786122498
wo_invalid,cifar10,vgg11,8,0.01,3,90.68333333333332,0.14571661996262592,98.50462962962963,0.3315820119645206,2.1370370370370373,0.40251268415461117,10.564791666666666,0.3494059318448005,40.062440476190474,1.4005434592659087,58.44218915343915,1.0749822476908268
wo_invalid,cifar10,vgg11,8,0.05,3,90.74666666666667,0.23180451534284677,99.77268518518518,0.12380862289389473,0.3111111111111111,0.04444444444444446,6.963541666666666,0.16810098961140374,30.564761904761905,2.863797531058117,69.20792328042327,2.7411481561463384
wo_invalid,cifar100,resnet18,4,0.01,3,76.73666666666666,0.11676186592091138,98.6473063973064,0.06711346553965725,0.03367003367003367,0.015429547794464107,1.700833333333333,0.33709775412086823,20.975,4.126832253005257,77.67230639730639,4.060580332263496
wo_invalid,cifar100,resnet18,4,0.05,3,76.34,0.1670329308848992,99.96296296296298,0.007714773897230286,0.0,0.0,0.48041666666666666,0.11625224012178574,2.053888888888889,1.037505466295283,97.90907407407408,1.0405666813315908
wo_invalid,cifar100,resnet18,8,0.01,3,76.53333333333335,0.3089228598426042,98.33880471380473,0.43677440546650725,0.3569023569023569,0.154625757618923,2.94625,0.6427954087421597,40.103571428571435,6.0787954597166225,58.23523328523329,5.6457013422417965
wo_invalid,cifar100,resnet18,8,0.05,3,76.49,0.16522711641858165,99.95833333333334,0.010934664189197127,0.013468013468013467,0.005831820900905311,1.0370833333333334,0.1840540992706583,36.195,15.193046757329757,63.763333333333335,15.182198207825664
wo_invalid,cifar100,vgg11,4,0.01,3,68.81333333333333,0.29569128044860254,99.16582491582491,0.21433925331591752,0.07070707070707069,0.026724760717824148,2.18125,0.27357300214019664,38.52972222222222,7.474563222715452,60.63610269360269,7.365250327540908
wo_invalid,cifar100,vgg11,4,0.05,3,68.95000000000002,0.17776388834631093,99.94528619528622,0.02781601286507764,0.0,0.0,0.5958333333333333,0.0954375886814694,1.6091666666666666,1.2469047789537813,98.33611952861952,1.2190901444253488
wo_invalid,cifar100,vgg11,8,0.01,3,69.04333333333334,0.09814954576223198,98.72558922558923,0.09609517712327913,0.26262626262626265,0.0808080808080808,4.065833333333333,0.365669512959904,49.796309523809526,7.288856277888243,48.92927970177971,7.341160006471894
wo_invalid,cifar100,vgg11,8,0.05,3,68.92666666666668,0.3329164059239713,99.91498316498317,0.016813959895154607,0.026936026936026935,0.01542954779446411,1.565625,0.08206085775203663,29.208154761904765,4.028286647471936,70.70682840307842,4.031844501353202
wo_invalid,gtsrb,resnet18,4,0.01,3,98.58801794668778,0.11317910605643064,99.99931581828135,0.0011850374983375502,0.0,0.0,0.23621008181578257,0.02889424820486607,37.594572006686015,13.59059996071629,62.40474381159532,13.589781560396771
wo_invalid,gtsrb,resnet18,4,0.05,3,98.75692794932701,0.20631534791441677,100.0,0.0,0.0,0.0,0.04387701240432833,0.013364099432917057,42.88598574821853,18.987515163580035,57.11401425178146,18.98751516358004
wo_invalid,gtsrb,resnet18,8,0.01,3,98.52995513328055,0.06350598794149319,99.87358534814958,0.08258551440214328,0.14170843776106934,0.1309247721452668,1.0284705727104777,0.04284509515071084,34.10883949779437,1.4942038786528706,65.76474585035521,1.520788917235489
wo_invalid,gtsrb,resnet18,8,0.05,3,98.60121404064395,0.24201794610698418,100.0,0.0,0.0,0.0,0.16264185801002906,0.04435039868600693,33.057205067300075,0.798750274529585,66.94279493269994,0.7987502745295798
wo_invalid,gtsrb,vgg11,4,0.01,3,97.02560042227502,0.06399765454200054,99.68438881642477,0.09014618381133489,0.0,0.0,1.445961995249406,0.18766108796861425,22.454473475851145,9.08952929007431,77.22991534057364,9.060949353594694
wo_invalid,gtsrb,vgg11,4,0.05,3,96.9622591712853,0.24201794610698374,100.0,0.0,0.0,0.0,0.27909738717339666,0.056647220986754496,13.924298407671328,4.274663641721871,86.07570159232867,4.27466364172187
wo_invalid,gtsrb,vgg11,8,0.01,3,96.32884666138823,0.384502567546409,98.37491018884963,0.3534586501817944,0.20159590533915367,0.0579509611441313,2.935965954077593,0.17585899513457162,31.531076801266828,1.0507774066307585,66.8438333875828,1.3857629129561566
wo_invalid,gtsrb,vgg11,8,0.05,3,96.89100026392188,0.09772239948046446,99.99582637148427,0.004177113791421009,0.0,0.0,0.772136447611507,0.04166576549848615,26.446904573389133,0.9377074995736041,73.54892179809514,0.9351910708006246
