baseline,dataset,model,kc,poison_rate,n,clean_acc_adaptive_improvement_pp_mean,clean_acc_adaptive_improvement_pp_std,valid_asr_adaptive_improvement_pp_mean,valid_asr_adaptive_improvement_pp_std,wrong_asr_adaptive_improvement_pp_mean,wrong_asr_adaptive_improvement_pp_std,single_leak_adaptive_improvement_pp_mean,single_leak_adaptive_improvement_pp_std,invalid_leak_adaptive_improvement_pp_mean,invalid_leak_adaptive_improvement_pp_std,csg_adaptive_improvement_pp_mean,csg_adaptive_improvement_pp_std
single,cifar10,vgg11,8,0.05,3,-0.37999999999999884,0.38509739027939627,-0.11064814814814768,0.036676485778396314,-0.2333333333333333,0.0949333749479726,85.42625,0.15011844282099224,82.15988095238095,0.34104549888969754,83.07435185185186,0.1589689456169443
single,cifar100,resnet18,4,0.01,3,-1.4300000000000053,0.2515949125081804,-1.2180134680134642,0.18414153419360865,-0.01683501683501683,0.00583182090090531,97.1075,0.15380080461428408,97.32277777777779,0.15708793833508639,95.88948653198652,0.3333328245360204
single,cifar100,resnet18,4,0.05,3,-1.676666666666667,0.31879983270593565,-0.06481481481481015,0.020411373153167114,0.0,0.0,98.55541666666666,0.03262795325075179,98.45583333333333,0.14115840196192056,98.45962962962965,0.06093212651601697
single,cifar100,resnet18,8,0.01,3,-1.4100000000000001,0.16370705543745268,-2.1872895622895627,0.2202562157228833,-0.2962962962962963,0.13714082056845991,96.41270833333333,0.5958716479522524,96.70285714285716,0.5904804717346682,94.27202591390092,0.5543145119145013
single,cifar100,resnet18,8,0.05,3,-1.423333333333332,0.2025668613898457,-0.1304713804713827,0.012456774904833181,-0.0202020202020202,0.0,98.10083333333334,0.06396511907542601,97.66625,0.13189213666585875,97.66530242905243,0.10001202470522766
single,cifar100,vgg11,4,0.01,3,-1.4199999999999953,0.2718455443813616,-1.0235690235690265,0.29905145990138726,-0.06734006734006734,0.057436774778558866,96.95875000000001,0.18406860134199562,97.64472222222223,0.26395277004572587,96.28448653198653,0.4894945523728618
single,cifar100,vgg11,4,0.05,3,-1.989999999999999,0.43508619835613843,-0.10774410774410474,0.06644501977059715,0.0,0.0,98.32083333333333,0.07882271774896693,98.30305555555556,0.09053979072045522,98.19614478114477,0.09880624949683885
single,cifar100,vgg11,8,0.01,3,-1.0766666666666629,0.3600462933198074,-2.1620370370370345,0.7381952120116776,-0.34006734006734013,0.06725583958059993,94.531875,0.9860695731666165,95.70488095238096,0.7354765638246876,92.95064153439154,1.4534023530415685
single,cifar100,vgg11,8,0.05,3,-1.796666666666665,0.45170049073842694,-0.22769360269360162,0.027498983541951478,-0.04040404040404041,0.017495462702715934,97.49000000000001,0.2716960618043698,97.07755952380951,0.38663998265889893,96.86433020683022,0.33737508700408303
single,gtsrb,resnet18,4,0.01,3,-0.03167062549485437,0.1885333475817996,-0.030325066932235245,0.031189052647059852,-0.019640852974186305,0.02118359830322881,95.6142781736606,0.08718601954447472,94.27003606932347,0.26850916810512443,95.58395310672836,0.0641122522454755
single,gtsrb,resnet18,4,0.05,3,0.5172868830826091,0.30308529363854575,-0.0014029180695855163,0.0024299253753785636,0.0,0.0,96.02071786751122,0.043528361567853245,94.5926805665523,1.2680152592175329,96.01876511219346,0.04579668030222749
single,gtsrb,resnet18,8,0.01,3,-0.07389812615465896,0.18233544945279412,-1.0655504509756868,0.08030775711928058,-0.31691753329684363,0.4128783841020827,95.68999076273424,0.14318664584609783,94.36484372054444,0.17217398543250553,94.5634397964825,0.1783814340427488
single,gtsrb,resnet18,8,0.05,3,0.21113750329902295,0.06826348459423241,0.0,0.0,0.0,0.0,96.09577065188704,0.0203091004921617,95.00706933604795,0.27186681219002373,96.06751687214869,0.026506271022860434
single,gtsrb,vgg11,4,0.01,3,0.04486671945104215,0.024188839772797965,-0.8069978439736558,0.25345251276763764,-0.06660345164720662,0.061417997493465375,94.82317234098707,0.4067844455475958,93.98653998416471,0.2967852577892404,94.01617449701341,0.5609633877283619
single,gtsrb,vgg11,4,0.05,3,0.5357614146212756,0.3133565265757745,-0.0013683634373299707,0.0023700749966751003,-0.005473453749315818,0.009480299986693363,95.88479809976248,0.027764766704481154,94.77764581683823,0.5496422633067848,95.84241187761133,0.05863938950947405
single,gtsrb,vgg11,8,0.01,3,0.06598046978094259,0.6707770692167082,-5.024192874145639,1.2604320567396279,-1.5187207910650977,0.4737432280132121,92.9494919503827,0.43411526556718216,92.63026429891038,0.7873448620546125,87.86841448550446,1.5026770718513316
single,gtsrb,vgg11,8,0.05,3,1.0768012668250189,0.1440491322142536,-0.02977245438307019,0.012003146340284042,-0.024822592880669108,0.014389654923493285,95.83630245447348,0.05491090563764035,94.79734569995851,0.2661041324419911,95.66174999782822,0.07374779470788775
wo_invalid,cifar10,resnet18,4,0.01,3,0.09333333333333416,0.299054064231425,0.11944444444444609,0.12021713893546486,0.1037037037037037,0.03207501495497922,0.20250000000000012,0.47888705609987003,17.635277777777777,3.1486494385747403,17.75472222222223,3.0900779960390814
wo_invalid,cifar10,resnet18,4,0.05,3,0.14333333333333234,0.015275252316516573,0.0027777777777811727,0.008333333333337967,0.003703703703703704,0.012830005981991684,0.1583333333333333,0.1993753265410074,19.30138888888889,16.05315427064217,19.304166666666667,16.053568687135968
wo_invalid,cifar10,resnet18,8,0.01,3,0.25000000000000205,0.2599999999999991,0.3370370370370357,0.3047474583560558,0.6592592592592593,0.6687313706493326,2.2314583333333333,0.2777429492054357,23.34410714285714,3.6783559012797515,23.68114417989418,3.37471960696705
