variant,dataset,model,kc,poison_rate,n,clean_acc_full_minus_variant_pp_mean,clean_acc_full_minus_variant_pp_std,valid_asr_full_minus_variant_pp_mean,valid_asr_full_minus_variant_pp_std,wrong_asr_full_minus_variant_pp_mean,wrong_asr_full_minus_variant_pp_std,single_leak_full_minus_variant_pp_mean,single_leak_full_minus_variant_pp_std,invalid_leak_full_minus_variant_pp_mean,invalid_leak_full_minus_variant_pp_std,csg_full_minus_variant_pp_mean,csg_full_minus_variant_pp_std
equal,cifar10,resnet18,8,0.01,3,-0.08666666666666822,0.20984120980716814,0.18240740740741446,0.10101083753940564,0.32962962962962955,0.4129588108078919,0.12833333333333344,0.26851903835358354,0.053928571428571666,0.29366303532505833,0.23633597883599236,0.39467273080634235
equal,cifar10,vgg11,8,0.01,3,-0.19333333333333055,0.18175074506953803,0.3462962962962927,0.2445286050406385,0.7296296296296294,0.4210998728100716,0.43562499999999965,0.5448806492021905,0.3193452380952389,1.0024771985379206,0.6656415343915293,0.9507074835939279
equal,cifar100,vgg11,8,0.01,3,-0.11333333333332825,0.5159780357082439,1.1111111111111145,0.35329176312338256,0.08417508417508417,0.19828191063078057,0.8410416666666665,1.0843210241129395,0.5973214285714287,0.3871957330786144,1.9521527777777787,1.374381948034368
equal,gtsrb,vgg11,8,0.01,3,0.12932172077064763,0.5920974277095037,0.654377985269509,1.2075237142992736,-0.22009925524792784,1.1389168672452148,-0.7064858801794668,0.4939164557385647,-0.3129830712966107,0.4610712308025801,0.09255428508476345,1.7212702901546098
no_ema,cifar10,resnet18,8,0.01,3,0.36999999999999994,0.43508619835613843,0.043981481481484654,0.19305722088277877,0.11851851851851851,0.18735762770284056,-0.18333333333333326,0.03569802457186291,-0.34940476190476194,0.049184138772603574,-0.30542328042327443,0.15248446686262118
no_ema,cifar10,vgg11,8,0.01,3,0.6166666666666654,0.26501572280401287,-0.930555555555553,0.15915963723085255,-1.2666666666666666,0.5970090058670973,-0.8408333333333338,0.205457124987997,-0.7976785714285709,0.7459668556610936,-1.7282341269841257,0.6124710282970883
no_ema,cifar100,vgg11,8,0.01,3,0.29333333333333805,0.29365512652315595,0.08207070707071755,0.9809387233676309,-0.08080808080808081,0.08805856451597323,-0.7004166666666668,1.3397682771503185,-0.3237499999999998,0.66464427247105,-0.5326316738816672,2.090952225820199
no_ema,gtsrb,vgg11,8,0.01,3,0.15571390868302318,0.5188532309596294,-0.2528110228310935,0.7533096306022411,-0.4660568518639241,0.8967582156802432,0.0837951966217999,0.39644047635737245,0.19440674131885524,0.15674144894228562,-0.18572302373596936,1.013338387411236
